Name,786O_shARNT_1 - linear total reads,786O_shARNT_2 - linear total reads,786O_shARNT_3 - linear total reads,786O_shBMAL1_1 - linear total reads,786O_shBMAL1_2 - linear total reads,786O_shBMAL1_3 - linear total reads,786O_shBMAL2_1 - linear total reads,786O_shBMAL2_2 - linear total reads,786O_shBMAL2_3 - linear total reads,786O_shCNT_1 - linear total reads,786O_shCNT_2 - linear total reads,786O_shCNT_3 - linear total reads
LINC01184,284.5771399,247.9725328,297.7436972,174.5866989,193.0310007,232.9294927,276.0428542,239.7044339,305.8441957,215.0266241,215.3365524,221.566866
SLC12A2,1397.194708,1498.789807,1549.276526,1436.051286,1614.719641,1566.799237,1846.666247,1631.834031,1644.616181,1481.858008,1426.478289,1532.589244
FBN2,4.940575345,6.971115381,8.074405349,6.05503002,7.149296322,0,28.20875882,12.90716183,32.83603328,4.057106115,5.054848649,5.105227327
LOC102723638,0,0,0,0,0,0,0,1.843880261,0,0,0,0
ISOC1,355.7214249,413.2875547,367.3854434,494.4941183,545.3891766,500.6988668,610.5181374,631.5289893,650.1534589,475.695692,471.1118941,548.3014149
LOC102723654,0,0,0,0,0,0,1.007455672,0,0,2.028553057,0,0
CHSY3,30.63156714,32.86382965,31.28832073,28.25680676,31.66116943,33.84445621,37.27585987,52.55058743,46.90861897,31.44257239,27.2961827,23.48404571
LOC105379171,0,0,3.027902006,2.01834334,0,0.995425183,3.022367017,0,1.876344759,0,2.02193946,2.042090931
HINT1,8631.185129,9741.635808,9193.71979,7617.227766,7963.294775,7947.474657,11415.48022,12221.23837,12595.90237,9529.127987,11250.07115,9710.142376
LYRM7,643.26291,590.5530602,644.9431272,447.0630498,919.1952415,754.5322883,633.6896179,565.1492999,661.4115275,658.2654672,562.0991698,658.5743252
CDC42SE2,334.9710084,429.2215328,369.4040447,362.2926295,411.5952026,331.4765858,402.9822689,359.5566508,342.4329185,362.0967208,338.6748595,271.5980938
LOC105379173,491.0931893,591.5489338,532.910753,388.531093,558.6664412,481.7857883,544.026063,344.8056088,381.8361584,425.9961421,389.223346,389.0183223
RAPGEF6,960.4478472,891.3068952,921.4915104,800.2731344,827.2757173,904.8414909,953.053066,949.5983343,1047.938548,951.391384,935.1470001,898.5200096
FNIP1,1956.467837,1894.151636,1876.289943,1783.206341,1811.835954,1955.015058,1687.488251,1507.372113,1637.110802,1636.028041,1590.255385,1360.03256
ACSL6,2.964345207,2.987620878,4.037202674,0,0,0,6.044734034,1.843880261,0.938172379,3.042829586,4.043878919,2.042090931
CSF2,24.70287673,14.93810439,21.19531404,34.31183678,35.74648161,20.90392883,338.5051059,497.8476704,511.3039468,94.32771717,81.88854811,131.714865
P4HA2-AS1,329.042318,352.5392636,331.0506193,329.9991361,468.7895731,489.7491898,580.2944672,407.4975376,432.4974669,523.3666888,543.9017146,505.4175054
P4HA2,4774.572014,4858.867421,4800.23398,6041.910789,5941.065244,5777.447759,7714.088083,8797.152724,8782.231644,6643.511263,7119.248837,7318.853896
PDLIM4,19.76230138,7.966989007,13.12090869,27.24763509,14.29859264,15.92680292,8.059645378,26.73626378,22.51613711,28.3997428,38.41684973,30.63136396
SLC22A4,339.9115838,450.1348789,395.6458621,472.2923416,401.3819221,363.3301916,500.7054691,305.1621832,361.1963661,450.3387788,417.5304984,517.670051
LOC553103,32.60779728,46.80606042,33.30692206,58.53195686,57.19437058,76.64773905,27.20130315,35.03372495,33.77420566,48.68527338,42.46072865,34.71554582
MIR3936,0,0.995873626,0,1.00917167,1.021328046,2.986275548,0,0,4.690861897,4.057106115,1.01096973,0
SLC22A5,1171.904472,1238.866791,1278.783947,1790.270543,1601.442376,1533.950206,1167.641124,824.2144766,807.7664187,1357.101995,1319.315497,1253.843832
C5orf56,63.23936442,64.73178568,45.41853009,63.57781521,69.45030713,65.69806205,42.31313824,79.28685121,67.54841132,96.35627023,76.83369946,91.89409189
LOC102723741,39.52460276,45.81018679,41.38132741,25.22929175,38.81046575,39.8170073,40.29822689,24.89238352,44.09410183,51.72810297,22.24133406,29.6103185
LOC105379175,53.35821373,24.89684065,53.49293544,37.33935179,54.13038644,96.5562427,45.33550525,53.47252756,60.04303228,54.77093255,40.43878919,34.71554582
IRF1,2248.949897,2248.682647,2110.447698,1899.261083,2010.994923,2133.196166,2243.603782,2399.810159,2543.385321,2506.277303,2402.064078,2332.067843
RAD50,3288.44695,2932.847828,2949.176554,2298.893064,2945.510085,2827.007518,2801.734225,3398.271321,3774.267482,2709.132608,2773.089969,3057.010124
TH2LCRR,57.31067401,69.71115381,100.9300669,87.79793529,87.83421196,87.59741606,85.63373214,102.3353545,94.75541032,89.25633453,84.9214573,104.1466375
LOC105379176,0,0,0,0,0,1.990850365,4.029822689,0,0.938172379,0,0,2.042090931
KIF3A,337.9353536,358.5145053,405.7388688,203.8526774,290.0571651,245.8700201,255.8937408,362.3224712,347.1237804,359.0538912,302.2799492,349.1975492
CCNI2,6.916805484,3.983494504,3.027902006,8.07337336,8.170624369,5.972551095,6.044734034,6.453580913,12.19624093,14.1998714,6.065818379,10.21045465
8-Sep,4922.789274,5202.443822,4887.033837,6693.835687,6473.177156,6411.533601,7343.344395,7450.198194,7483.801071,6789.567083,6887.736769,6596.974752
SOWAHA,0.988115069,0,0,0,0,1.990850365,0,0,0,0,0,0
SHROOM1,260.8623782,287.8074779,247.2786638,234.1278275,218.5642019,267.7693741,378.8033328,413.0291784,482.220603,298.1972994,291.1592822,363.4921857
LOC107984115,37.54837263,15.93397801,33.30692206,26.23846342,21.44788897,33.84445621,36.2684042,31.34596443,35.65055042,25.35691322,19.20842487,28.58927303
GDF9,31.61968221,19.91747252,12.11160802,25.22929175,20.42656092,27.87190511,21.15656912,11.06328156,7.505379035,24.34263669,9.098727568,21.44195477
UQCRQ,3373.424846,3641.90985,3224.715636,3236.413546,3324.42279,2547.293042,3433.408931,2327.898829,2113.702371,2913.002191,3214.883741,2808.896075
LEAP2,0.988115069,6.971115381,2.018601337,2.01834334,2.042656092,8.958826643,11.0820124,4.609700652,15.94893045,4.057106115,11.12066703,7.147318258
AFF4,3317.102287,2999.571361,3114.701863,2757.057003,2781.076269,2665.748639,2464.236574,2515.974616,2534.941769,2760.860711,2963.152278,2771.117393
ZCCHC10,498.0099948,507.8955492,586.4036885,354.2192562,536.1972242,440.9733559,532.9440506,436.0776817,446.5700526,340.7969137,315.4225557,424.7549136
HSPA4,10572.83124,10198.7418,10012.26263,8166.217154,8755.845339,8522.830413,12087.45316,13380.11711,14537.91919,8594.979305,8542.694217,8350.109816
LOC105379178,0.988115069,0,0,0,0,0,0,0,0,0,0,0
CTB-49A3.2,0,0,0,0,0,0,0,0,0,0,2.02193946,0
LOC105379182,0,1.991747252,0,0,0,0,0,0,0,0,0,0
C5orf15,4709.356419,4780.193404,4307.695254,5242.646826,4785.943224,5116.485438,4875.077998,4124.760143,4097.936953,4742.757048,4408.838992,5103.185236
LOC105379183,2.964345207,4.979368129,12.11160802,0,3.063984138,5.972551095,2.014911345,0.92194013,0.938172379,4.057106115,2.02193946,5.105227327
VDAC1,17645.7589,17845.0595,18731.61111,14551.24631,14453.83451,13642.30213,24578.89604,16549.74728,17252.99006,17890.82369,18189.36738,16897.28141
LOC105379185,0,0,0,2.01834334,2.042656092,0,0,0,1.876344759,3.042829586,0,0
LOC101060024,0,0,0,0,0,0,0,0,0,0,1.01096973,0
TCF7,1349.765184,1440.033263,1209.142201,965.7772882,910.003289,967.5532774,932.9039525,856.4823811,789.9411435,1668.48489,1410.302773,1578.53629
SKP1,4738.999871,5550.999591,5590.516403,4676.501519,4558.18707,4647.640177,4363.290517,4378.293679,4365.316081,4620.029588,4806.150095,4364.969365
PPP2CA,6837.756278,7840.513057,7687.843193,6235.671749,6430.281378,6068.111913,8953.25856,6098.633962,6236.031806,6166.801295,6255.880688,6660.279571
CDKL3,101.7758521,135.4388131,110.0137729,105.9630254,126.6446777,125.423573,88.65609916,59.92610847,79.74465225,108.5275886,110.1957005,95.97827375
UBE2B,1360.63445,1524.682521,1449.35576,1159.538249,1501.352228,1198.49192,2034.053002,1376.456615,1380.05157,1561.985854,1621.595447,1546.88388
CDKN2AIPNL,439.7112057,395.3618295,475.3806149,473.3015133,413.6378587,441.968781,486.6010897,655.4994327,624.8228047,523.3666888,522.6713503,529.9225966
LOC102546229,0,0,0,2.01834334,0,0,0,3.687760522,0.938172379,4.057106115,3.032909189,3.063136396
LOC107986450,0,0,0,0,0,0,4.029822689,0,1.876344759,0,4.043878919,0
LOC101927934,77.07297539,75.68639557,89.82775951,70.6420169,68.42897909,50.76668431,152.1258065,111.5547558,136.034995,58.82803867,71.77885081,54.11540967
JADE2,2029.588352,1974.8174,1727.922745,1782.197169,1531.992069,1812.669257,1803.345653,2717.879504,2710.380004,1464.615307,1445.686714,1421.295288
LOC107986451,4.940575345,9.958736259,8.074405349,9.08254503,4.085312184,13.93595256,4.029822689,5.531640782,8.443551415,6.085659172,3.032909189,7.147318258
SAR1B,971.3171129,1258.784263,1213.179404,1093.94209,1043.797263,986.4663559,1468.87037,1171.785906,1212.118714,886.4776861,902.7959687,875.0359639
SEC24A,6277.495034,6370.603585,6742.128466,5252.738543,5536.619338,4984.093889,10439.25568,6507.05344,6879.618058,7139.492486,7600.470429,7488.347444
CAMLG,741.0863018,738.9382304,725.6871807,644.8606972,793.5718918,820.2303504,612.5330488,681.3137564,707.3819741,799.2499046,817.8745114,674.9110527
DDX46,6136.194579,5745.194948,6013.413383,3918.613595,3739.081977,3573.576405,6352.008014,6466.488074,7230.494528,4677.843351,4560.484451,4496.68423
C5orf24,605.7145374,595.5324283,675.2221473,507.61335,543.3465205,585.3100073,482.571267,632.4509294,637.0190456,459.4672675,534.8029871,501.3333235
TXNDC15,1105.700762,1201.023593,1174.825978,1619.72053,1451.307153,1329.888044,975.2170908,856.4823811,910.027208,1411.872928,1235.40501,1161.94974
PCBD2,137.3479946,157.3480329,156.4416036,188.7151023,160.3485032,148.3183522,157.1630849,165.0272833,144.4785464,147.0700967,168.8319449,152.1357744
MIR4461,0,0,0,0,0,0,2.014911345,0,0.938172379,0,0,0
CATSPER3,16.79795617,19.91747252,7.06510468,27.24763509,15.31992069,15.92680292,21.15656912,7.375521043,14.07258569,11.15704182,22.24133406,20.42090931
LOC107986452,106.7164275,80.6657637,94.87426285,60.5503002,50.04507426,46.78498358,61.45479601,52.55058743,57.22851514,43.61389074,83.91048757,69.43109165
PITX1,425.8775948,375.444357,361.3296394,516.6958951,345.2088796,394.1883723,347.5722069,400.1220166,449.3845697,392.5250166,369.0039514,385.9551859
C5orf66,852.7433046,823.5874886,821.5707442,829.5391128,804.8065003,829.189177,958.0903444,1383.832136,1403.50588,745.4932486,834.0500271,837.2572817
C5orf66-AS1,0,0,0,0,0,1.990850365,0,0,0.938172379,0,0,0
H2AFY,8783.354849,8532.645227,9291.621955,7726.218306,8436.169661,8015.16357,9931.498017,11895.7935,11688.68968,8820.148694,8969.323443,8848.380003
LOC105379189,29.64345207,26.8885879,20.18601337,137.2473471,109.2821009,107.5059197,35.26094853,29.50208417,25.33065424,48.68527338,57.6252746,47.98913688
TGFBI,65381.59789,66422.7791,59797.02741,171796.3393,165338.7121,153936.5319,58281.31064,57421.19714,53776.04079,85401.06944,94937.13442,86366.15174
VTRNA2-1,0.988115069,0,0,0,0,0.995425183,2.014911345,0,0,0,0,0
SMAD5-AS1,2.964345207,5.975241755,10.09300669,5.04585835,4.085312184,1.990850365,12.08946807,3.687760522,2.814517138,2.028553057,2.02193946,4.084181862
SMAD5,1567.1505,1299.615082,1382.741916,1249.354528,1117.332882,1300.025288,1788.233818,1256.604398,1422.269327,1376.373249,1366.831075,1605.083472
LOC389332,0,0,0,0,0,0,0,1.843880261,0,0,0,0
TRPC7,1.976230138,0.995873626,1.009300669,15.13757505,19.40523288,4.977125913,0,0,0,3.042829586,1.01096973,3.063136396
TRPC7-AS2,0,0,0,2.01834334,1.021328046,0,0,0,0,0,0,0
SPOCK1,3167.896912,3311.279806,2572.707404,5715.948339,4792.071192,4978.121338,2203.305555,2610.934449,2400.783119,5064.282708,5050.80477,4583.473094
LOC105379192,0,0,0,0,0,0,0,0,1.876344759,0,0,0
KLHL3,0,0.995873626,0,0,3.063984138,2.986275548,0,0,0,0,0,1.021045465
HNRNPA0,2890.236577,2577.320944,2648.404954,2946.781277,2794.353534,2923.563761,3112.030572,4277.802205,4223.652052,2869.3883,3398.880232,3303.082081
LOC101928005,0,0,0,0,0,0,0,0,0,1.014276529,0,0
PKD2L2,52.37009866,39.83494504,44.40922942,43.39438181,49.02374621,35.83530657,57.42497332,37.79954535,33.77420566,25.35691322,40.43878919,25.52613664
FAM13B,1252.929908,1229.903928,1181.891083,1133.299785,1334.875756,1317.942942,1473.907649,1510.137934,1587.387666,965.5912554,912.905666,816.8363724
LOC100130172,60.27501921,34.85557691,48.44643209,73.66953191,83.74889978,65.69806205,58.43242899,63.613869,64.73389418,40.57106115,29.31812216,39.82077315
NME5,9.881150691,1.991747252,4.037202674,17.15591839,16.34124874,16.9222281,0,0.92194013,1.876344759,9.128488759,0,6.126272793
BRD8,3806.219246,3586.140927,3760.654291,3531.091674,3367.318568,3440.189431,3221.84324,3814.98826,3774.267482,2758.832158,2929.790277,2877.306122
KIF20A,7919.742279,8156.204996,8235.893456,7746.401739,6716.253231,6846.534405,8162.405857,7819.896186,7602.948963,7372.776087,7644.953097,6904.309437
CDC23,2341.832714,2564.374587,2544.446986,3231.367688,2938.360789,3005.188626,3174.492823,2488.316412,2367.008913,2723.33248,2920.691549,2792.559348
GFRA3,1.976230138,0,0,0,1.021328046,0.995425183,0,0,0,0,0,0
CDC25C,768.7535238,903.2573787,818.5428422,787.1539026,838.5103258,733.6283595,839.210575,827.9022371,719.578215,991.9624451,938.1799092,840.3204181
LOC100128966,7.904920553,3.983494504,8.074405349,5.04585835,12.25593655,10.94967701,5.037278361,0.92194013,5.629034277,7.099935701,10.1096973,11.23150012
FAM53C,1158.070861,1165.172142,1078.942415,1223.116064,1129.588819,1191.523943,1003.42585,668.4065945,692.371216,984.8625094,973.5638498,937.3197373
KDM3B,5539.373077,5433.486503,5228.177463,5422.279383,5749.055571,5534.564015,5482.573769,4611.544532,4888.816269,5644.448882,5870.701221,5246.131601
REEP2,94.85904663,116.5172142,81.75335416,90.8254503,83.74889978,55.74381022,30.22367017,45.17506639,43.15592945,69.98508048,79.86660865,70.45213712
EGR1,295.4464057,261.9147636,224.0647484,1270.547133,1164.313973,980.4938048,86.64118782,38.72148548,36.5887228,224.1551129,235.555947,237.9035934
ETF1,3699.502819,3720.583866,3724.319467,2838.799908,3397.958409,3417.294652,5054.405108,5618.303155,6043.706468,3555.039233,3675.885938,3470.533537
HSPA9,13436.38871,13074.82483,14665.13871,12876.02134,13045.42313,12639.90897,14993.96277,16579.24936,16945.26952,12822.48388,12883.79824,12075.90472
SNORD63,0,0.995873626,1.009300669,0,0,5.972551095,2.014911345,0.92194013,0.938172379,1.014276529,0,1.021045465
LOC105379193,147.2291453,196.1871043,164.516009,185.6875873,146.0499106,130.4006989,189.4016664,197.2951879,251.4301977,150.1129263,173.8867935,144.9884561
LOC105379194,0,2.987620878,9.083706017,2.01834334,9.191952415,0,3.022367017,0,2.814517138,1.014276529,5.054848649,4.084181862
CTNNA1,28525.89393,26976.22478,27703.28475,25629.9329,23581.44326,27087.51007,24485.20266,34239.9345,32472.0224,31114.96107,32262.06602,29712.42304
LRRTM2,0,0,0,0,0,0,0,1.843880261,0,0,0,0
SIL1,1750.939902,2091.334614,1900.513159,2630.910544,2551.277459,2788.185936,1959.501283,2423.780603,2314.47126,1770.926819,2225.144375,1899.144566
LOC105379195,0,1.991747252,2.018601337,2.01834334,0,0,2.014911345,1.843880261,0,1.014276529,0,2.042090931
MATR3,7322.920777,7586.565282,7459.741242,7070.25672,7637.491129,7914.625626,7098.532667,9290.390694,9835.799226,6803.766955,6630.950458,6615.353571
SNHG4,272.7197591,249.9642801,326.004116,200.8251623,253.2893554,248.8562956,432.1984834,327.2887463,322.7312985,306.3115117,243.6437049,273.6401847
SNORA74A,0,0,2.018601337,0,0,1.990850365,0,0,0,0,0,1.021045465
PAIP2,4402.052633,4882.768388,5195.879842,3754.118613,4024.032502,3958.805951,3554.303612,3433.305046,3225.43664,4433.402707,4575.648997,4210.791499
SLC23A1,33.59591235,33.85970328,24.22321605,216.9719091,166.4764715,141.3503759,0,0,0,27.38546628,45.49363784,39.82077315
MZB1,2.964345207,0.995873626,1.009300669,0,0,0.995425183,0,0.92194013,0,0,0,0
PROB1,46.44140825,39.83494504,50.46503343,39.35769513,68.42897909,74.65688869,23.17148046,30.4240243,21.57796473,45.64244379,33.36200108,21.44195477
SPATA24,124.5024987,99.58736259,113.0416749,144.3115488,150.1352228,145.3320766,75.55917542,132.7593788,134.1586503,91.28488759,109.1847308,70.45213712
DNAJC18,371.531266,337.6011592,297.7436972,357.2467712,352.3581759,296.6367044,172.27492,208.3584695,166.9946835,386.4393574,280.0386152,279.7664575
ECSCR,4.940575345,4.979368129,6.055804012,1.00917167,0,0,25.18639181,13.82910196,20.63979235,5.071382644,7.076788109,5.105227327
TMEM173,1303.323776,1424.099285,1327.230379,1505.684132,1267.468105,1380.654728,1753.980325,1479.713909,1292.801539,1881.482961,1968.358064,1847.071247
UBE2D2,2341.832714,2329.348411,2372.865872,3191.000821,2859.718529,2627.922482,2860.166654,2318.679428,2176.55992,2425.13518,2540.566931,2413.75148
CXXC5,2072.0773,1985.77201,1673.420509,2545.130952,2419.526141,2205.862204,682.0474901,966.1932566,811.5191082,1588.357044,1610.47478,1658.177836
PSD2,2.964345207,3.983494504,7.06510468,24.22012008,24.51187311,19.90850365,0,3.687760522,0,7.099935701,1.01096973,6.126272793
LOC101929696,0,0,0,0,0,0,0,0,0,0,0,1.021045465
NRG2,94.85904663,110.5419725,79.73475282,81.74290527,40.85312184,33.84445621,63.46970735,70.98939004,75.05379035,108.5275886,102.1079427,109.2518648
LINC01024,112.6451179,79.66989007,65.60454346,72.66036024,58.21569863,50.76668431,41.30568256,36.87760522,60.04303228,65.92797437,55.60333514,61.26272793
PURA,165.0152165,166.3108955,148.3671983,189.724274,199.158969,214.0164142,181.342021,267.3626378,291.77161,157.212862,183.9964908,222.5879115
IGIP,5.928690415,2.987620878,5.046503343,7.06420169,2.042656092,10.94967701,5.037278361,3.687760522,1.876344759,5.071382644,6.065818379,4.084181862
LOC101929719,2.964345207,10.95460988,16.1488107,3.02751501,8.170624369,4.977125913,18.1342021,14.75104209,6.567206656,11.15704182,10.1096973,5.105227327
CYSTM1,845.8264991,881.3481589,801.3847309,584.310397,556.6237851,633.0904161,1043.724076,920.0962501,843.4169691,716.0792293,648.0315968,798.457554
PFDN1,1023.687212,895.2903897,935.6217198,980.9148633,902.8539927,1013.342836,886.5609916,1173.629786,1330.328434,916.905982,739.0188725,904.6462824
HBEGF,90.90658636,74.69052194,82.76265482,41.37603847,28.59718529,28.86733029,435.2208504,540.2569164,624.8228047,111.5704182,85.93242703,94.95722829
SLC4A9,0,1.991747252,2.018601337,0,3.063984138,0,8.059645378,2.765820391,0.938172379,2.028553057,0,1.021045465
ANKHD1-EIF4EBP3,2975.214473,2662.966076,3209.576126,3250.541949,2554.341443,2953.426517,3587.549649,3058.075412,2824.837034,1967.696466,2731.64021,3144.820034
ANKHD1,2155.078966,1765.683939,1467.523172,1609.628814,1978.312425,1470.242995,1374.169537,1092.499054,1442.90912,2426.149457,1956.226427,1240.570241
EIF4EBP3,86.95412608,61.74416481,87.80915817,89.81627863,69.45030713,89.58826643,70.52189706,83.89655186,76.93013511,52.74237949,91.99824541,70.45213712
SRA1,1526.637782,1713.89851,1511.932402,1244.308669,1047.882575,1084.018024,2167.037151,2413.639261,2358.565362,1339.859294,1173.735856,1307.959241
APBB3,211.4566248,224.0715658,253.3344678,236.1461708,230.8201384,251.8425712,272.0130315,308.8499437,341.4947461,248.4977495,204.2158854,186.8513202
MIR6831,0.988115069,0,0,2.01834334,0,0,0,2.765820391,0.938172379,1.014276529,2.02193946,0
SLC35A4,1331.979113,1340.4459,1256.579332,2055.682692,1790.388065,1399.567807,1881.927196,1021.509664,1045.124031,1864.24026,1747.966663,1748.029837
LOC100505798,0,1.991747252,0,0,0,0,0,2.765820391,1.876344759,0,0,0
TMCO6,274.6959892,235.0261757,202.8694344,263.3938059,263.5026359,240.8928942,208.5433242,195.4513076,151.0457531,234.2978781,222.4133406,218.5037296
CD14,7.904920553,10.95460988,14.13020936,10.0917167,13.2772646,9.954251825,10.07455672,8.297461173,10.31989617,7.099935701,10.1096973,12.25254559
NDUFA2,2124.447399,1906.10212,1847.020224,2747.974458,2068.189293,2016.73142,2024.985901,2257.831379,2021.761478,1642.1137,1915.787638,1805.208383
IK,1891.252242,1794.564274,1884.364348,1635.867277,1678.04198,1634.48815,1632.078189,2958.505878,3051.87475,1650.227912,1675.176842,1773.555973
MIR3655,47.42952332,39.83494504,43.39992875,27.24763509,28.59718529,30.85818066,50.37278361,59.92610847,50.66130849,32.45684892,29.31812216,36.75763676
WDR55,1282.57336,1211.978203,1216.207306,998.0707817,988.6455486,1180.574266,1279.468704,1517.513455,1562.995184,1157.289519,1208.108827,1178.286467
DND1,327.0660879,253.9477746,291.6878932,237.1553425,261.4599798,301.6138303,334.4752832,518.1303533,506.6130849,309.3543413,267.9069784,306.3136396
HARS,3605.631887,3131.02668,3290.32018,2863.020028,2384.800988,2772.259133,4243.403292,5519.655561,5543.66059,3300.455825,3299.805198,3112.146579
HARS2,1617.544368,1809.502378,1560.378834,1435.042115,1431.901921,1495.128624,1738.86849,2001.532023,2003.936202,1439.258394,1696.407207,1506.042062
ZMAT2,1631.377979,1808.506505,1674.429809,1936.600435,1564.674567,1848.504564,1629.055822,2127.837821,2137.15668,1232.345982,1592.277324,1336.548514
LOC105378198,0,0,0,0,0,0,0,0,0,0,2.02193946,0
VTRNA1-2,0.988115069,0.995873626,0,0,1.021328046,0,0,0,0,0,2.02193946,0
PCDHA1,0,0,0,0,0,1.990850365,0,1.843880261,0,0,0,2.042090931
PCDHA2,0,0,0,0,0,0,0,0,0,2.028553057,0,0
PCDHA3,0,0,0,0,2.042656092,0,0,0,0,0,0,0
PCDHA7,1.976230138,0,0,0,2.042656092,0,0,1.843880261,0,0,0,0
PCDHA10,0,0,0,0,0,0,0,1.843880261,1.876344759,0,0,0
PCDHB2,91.89470143,117.5130879,84.78125616,130.1831454,124.6020216,104.5196442,104.7753899,118.9302768,92.87906556,87.22778147,75.82272973,103.125592
PCDHB3,7.904920553,9.958736259,9.083706017,22.20177674,16.34124874,13.93595256,6.044734034,14.75104209,6.567206656,12.17131834,2.02193946,9.189409189
PCDHB4,0.988115069,1.991747252,0,0,0,0,0,0,0.938172379,2.028553057,0,0
PCDHB5,2.964345207,0.995873626,4.037202674,3.02751501,1.021328046,3.98170073,0,3.687760522,2.814517138,0,7.076788109,4.084181862
PCDHB6,1.976230138,0,2.018601337,0,3.063984138,3.98170073,1.007455672,1.843880261,1.876344759,4.057106115,0,1.021045465
PCDHB7,19.76230138,20.91334614,27.25111805,53.48609851,70.47163518,45.7895584,27.20130315,20.28268287,20.63979235,6.085659172,8.087757838,10.21045465
PCDHB8,7.904920553,8.962862633,9.083706017,22.20177674,12.25593655,7.96340146,7.052189706,7.375521043,10.31989617,0,6.065818379,3.063136396
PCDHB16,27.66722193,15.93397801,25.23251671,29.26597843,52.08773035,40.81243248,46.34296093,35.03372495,28.14517138,25.35691322,13.14260649,24.50509117
PCDHB9,53.35821373,63.73591206,52.48363477,90.8254503,86.81288392,80.62943978,65.4846187,42.409246,42.21775707,36.51395503,53.58139568,33.69450036
PCDHB10,32.60779728,46.80606042,15.13951003,64.58698688,70.47163518,61.71636132,35.26094853,39.64342561,47.84679135,20.28553057,33.36200108,26.5471821
PCDHB11,26.67910687,17.92572527,20.18601337,53.48609851,37.7891377,50.76668431,18.1342021,17.51686248,15.01075807,17.24270099,16.17551568,8.168363724
PCDHB12,1.976230138,1.991747252,0,7.06420169,4.085312184,6.967976278,2.014911345,0,2.814517138,4.057106115,0,2.042090931
PCDHB13,96.83527677,99.58736259,103.9579689,106.972197,130.7299899,122.4372974,87.64864349,106.9450551,86.31185891,62.88514478,62.68012325,71.47318258
PCDHB14,77.07297539,82.65751095,75.69755014,136.2381755,116.4313973,119.4510219,90.67101051,46.09700652,76.93013511,48.68527338,67.7349719,62.28377339
PCDHB15,8.893035622,3.983494504,3.027902006,12.11006004,12.25593655,4.977125913,9.067101051,10.14134143,3.752689518,1.014276529,4.043878919,4.084181862
LOC105378199,4.940575345,2.987620878,2.018601337,5.04585835,4.085312184,5.972551095,3.022367017,0,3.752689518,1.014276529,1.01096973,1.021045465
SLC25A2,1.976230138,0.995873626,0,0,0,0,7.052189706,0,1.876344759,4.057106115,3.032909189,0
TAF7,2015.754741,1946.932939,1778.387778,1808.435633,1862.902356,2070.48438,1876.889917,2681.923839,2761.979485,1852.068941,1866.250121,1689.830245
PCDHGA1,1.976230138,15.93397801,10.09300669,19.17426173,16.34124874,23.89020438,6.044734034,10.14134143,6.567206656,4.057106115,4.043878919,6.126272793
PCDHGA2,1.976230138,7.966989007,4.037202674,17.15591839,8.170624369,2.986275548,0,0,0,3.042829586,2.02193946,2.042090931
PCDHGA3,0.988115069,1.991747252,0,0,0,1.990850365,0,3.687760522,0,0,0,2.042090931
PCDHGB1,7.904920553,1.991747252,5.046503343,15.13757505,21.44788897,21.89935402,10.07455672,9.219401304,14.07258569,3.042829586,4.043878919,2.042090931
PCDHGA4,14.82172604,14.93810439,12.11160802,19.17426173,43.91710598,20.90392883,10.07455672,3.687760522,7.505379035,7.099935701,16.17551568,4.084181862
PCDHGB2,29.64345207,26.8885879,33.30692206,75.68787525,63.32233886,50.76668431,32.23858151,21.204623,21.57796473,18.25697752,16.17551568,17.35777291
PCDHGA5,3.952460276,3.983494504,8.074405349,11.10088837,6.127968276,3.98170073,6.044734034,4.609700652,0,5.071382644,2.02193946,6.126272793
PCDHGB3,4.940575345,2.987620878,2.018601337,7.06420169,6.127968276,8.958826643,6.044734034,9.219401304,6.567206656,2.028553057,6.065818379,3.063136396
PCDHGA6,12.8454959,5.975241755,14.13020936,16.14674672,11.23460851,11.94510219,2.014911345,11.98522169,12.19624093,4.057106115,10.1096973,0
PCDHGA7,1.976230138,0,0,2.01834334,2.042656092,3.98170073,0,0,0,0,0,2.042090931
PCDHGB4,0,2.987620878,0,0,0,1.990850365,0,1.843880261,0,0,0,0
PCDHGA8,6.916805484,6.971115381,13.12090869,10.0917167,10.21328046,28.86733029,6.044734034,5.531640782,5.629034277,2.028553057,3.032909189,3.063136396
PCDHGB5,0,0,2.018601337,2.01834334,0,0,0,0,3.752689518,0,0,0
PCDHGA9,22.72664659,27.88446152,15.13951003,44.40355348,30.63984138,35.83530657,12.08946807,7.375521043,10.31989617,18.25697752,7.076788109,4.084181862
PCDHGB6,95.8471617,73.69464832,81.75335416,140.2748621,131.7513179,151.3046277,53.39515063,32.26790456,47.84679135,56.79948561,58.63624433,57.17854606
PCDHGA10,125.4906138,100.5832362,80.74405349,168.5316689,169.5404556,169.222281,60.44734034,64.53580913,56.29034277,66.9422509,48.52654703,52.07331874
PCDHGB7,108.6926576,102.5749835,115.0602762,131.1923171,113.3674131,127.4144234,44.32804958,29.50208417,45.03227421,55.78520908,46.50460757,53.0943642
PCDHGA11,7.904920553,6.971115381,0,10.0917167,6.127968276,7.96340146,4.029822689,3.687760522,1.876344759,0,2.02193946,12.25254559
PCDHGA12,1.976230138,5.975241755,2.018601337,4.03668668,11.23460851,7.96340146,0,0.92194013,1.876344759,2.028553057,4.043878919,2.042090931
