Name,786O_shARNT_1 - linear total reads,786O_shARNT_2 - linear total reads,786O_shARNT_3 - linear total reads,786O_shBMAL1_1 - linear total reads,786O_shBMAL1_2 - linear total reads,786O_shBMAL1_3 - linear total reads,786O_shBMAL2_1 - linear total reads,786O_shBMAL2_2 - linear total reads,786O_shBMAL2_3 - linear total reads,786O_shCNT_1 - linear total reads,786O_shCNT_2 - linear total reads,786O_shCNT_3 - linear total reads
MIR6859-1,40.51271783,32.86382965,22.20461471,25.22929175,21.44788897,43.79870803,38.28331555,35.03372495,52.53765325,27.38546628,22.24133406,30.63136396
LOC107985730,0,0,0,0,0,0,0,0.92194013,0.938172379,0,0,0
FAM138A,0,0.995873626,0,0,2.042656092,3.98170073,3.022367017,0,0.938172379,3.042829586,2.02193946,0
LOC100996442,77.07297539,80.6657637,80.74405349,73.66953191,76.59960346,53.75295986,78.58154244,76.52103082,64.73389418,81.1421223,80.87757838,51.05227327
LOC729737,147.2291453,135.4388131,122.1253809,108.9905404,138.9006143,119.4510219,118.8797693,94.0378933,102.2607894,98.38482329,99.07503352,135.7990469
LOC102725121,0,0,2.018601337,2.01834334,1.021328046,0,1.007455672,1.843880261,0.938172379,0,6.065818379,0
MIR6859-2,8.893035622,5.975241755,15.13951003,8.07337336,9.191952415,8.958826643,17.12674643,14.75104209,14.07258569,10.14276529,9.098727568,7.147318258
LOC107985721,0,1.991747252,0,0,1.021328046,3.98170073,0,0,0,0,0,0
OR4F29,1.976230138,0,0,0,0,0,0,0,0,0,0,0
LOC100132287,203.5517042,188.2201153,162.4974076,222.0177674,185.8817044,169.222281,144.0661611,57.16028808,52.53765325,230.240772,169.8429146,175.6198201
LOC105378947,0,0,0,1.00917167,1.021328046,1.990850365,1.007455672,0.92194013,0,1.014276529,0,1.021045465
MIR6723,78.06109046,61.74416481,59.54873945,58.53195686,77.6209315,51.76210949,47.3504166,35.95566508,30.02151614,36.51395503,53.58139568,60.24168246
OR4F16,0,1.991747252,0,0,0,0,2.014911345,0,0,0,0,0
LOC100133331,358.6857701,332.621791,403.7202674,373.3935179,366.6567685,330.4811606,309.2888914,105.1011749,97.56992746,308.3400647,309.3567373,288.9558667
LOC107984841,130.4311891,112.5337197,123.1346816,114.0363987,104.1754607,105.5150693,103.7679342,78.36491108,96.63175508,114.6132477,116.2615189,110.2729103
LOC107984847,134.3836494,104.5667307,112.0323742,114.0363987,89.87686805,124.4281478,95.70828887,69.14550978,88.18820367,130.8416722,135.4699438,77.59945537
LOC107984849,32.60779728,29.87620878,22.20461471,20.1834334,25.53320115,13.93595256,18.1342021,14.75104209,15.01075807,20.28553057,24.26327351,21.44195477
LOC100288069,151.1816056,84.6492582,137.2648909,111.0088837,104.1754607,124.4281478,132.9841487,140.1348998,129.4677884,134.8987783,104.1298822,135.7990469
LOC105378580,33.59591235,34.85557691,41.38132741,23.21094841,23.49054506,32.84903102,34.25349286,25.81432365,32.83603328,23.32836016,33.36200108,35.73659129
LOC100287934,22.72664659,25.89271427,10.09300669,13.11923171,19.40523288,11.94510219,18.1342021,10.14134143,15.94893045,15.21414793,9.098727568,21.44195477
FAM87B,28.655337,28.88033515,22.20461471,16.14674672,18.38390483,23.89020438,34.25349286,18.43880261,23.45430949,4.057106115,17.18648541,22.46300024
LINC00115,79.04920553,62.74003843,73.67894881,70.6420169,67.40765104,84.61114051,78.58154244,56.23834795,65.67206656,121.7131834,61.66915352,96.99931922
LINC01128,864.6006855,847.4884556,924.5194124,673.1175039,683.2684628,593.2734088,1073.947747,933.0034119,950.3686204,839.8209658,866.4010584,858.6992364
LOC107984850,0,0,0,0,1.021328046,0,0,0,0,0,0,0
FAM41C,0.988115069,2.987620878,3.027902006,2.01834334,0,5.972551095,2.014911345,3.687760522,4.690861897,3.042829586,1.01096973,2.042090931
LOC284600,1254.906138,1142.267049,1179.872482,1752.931191,1869.030324,2106.319686,195.4464004,247.0799549,221.4086815,738.3933129,688.470386,669.8058253
LOC100130417,244.0644221,244.984912,234.1577551,391.558608,414.6591867,376.270719,47.3504166,53.47252756,51.59948087,136.9273314,147.6015805,164.3883199
LOC107985728,150.1934905,170.29439,150.3857996,272.4763509,326.8249747,328.4903102,21.15656912,47.94088678,48.78496373,83.17067536,70.76788109,119.4623195
SAMD11,1564.186154,1517.711406,1371.639609,2275.682116,2427.696766,2558.242719,178.319654,249.8457753,242.9866463,692.7508691,736.996933,885.2464185
NOC2L,5930.666645,5801.959744,5794.395138,4862.189106,4397.838566,4537.147982,7408.829014,9373.365306,9417.374345,5012.554605,5216.603806,5334.962557
KLHL17,820.1355073,694.1239172,812.4870382,668.0716456,687.353775,808.2852482,884.5460803,1050.089809,1059.196616,820.5497117,675.3277795,838.2783271
PLEKHN1,535.5583674,520.8419063,551.0781651,530.8242984,520.8773035,517.6210949,689.0996798,773.5077694,747.7233864,573.0662387,497.3971071,669.8058253
PERM1,18.77418631,12.94635714,19.1767127,36.33018012,18.38390483,19.90850365,13.09692374,28.58014404,15.94893045,14.1998714,15.16454595,7.147318258
HES4,142.2885699,158.3439065,186.7206237,135.2290038,188.9456885,210.0347135,263.9533861,610.3243663,615.4410809,285.0117046,200.1720065,320.6082761
ISG15,714.407195,620.4292689,624.7571139,356.2375995,351.3368478,364.3256168,840.2180307,1449.289885,1461.672567,908.7917697,890.6643319,1111.918512
AGRN,59564.56448,57567.47082,55261.23021,74068.15472,74845.9832,76123.14998,48817.27206,60206.37827,57976.23853,76677.27702,73631.95833,82048.15047
LOC100288175,253.9455728,241.9972911,236.1763565,228.0727974,213.4575616,208.0438631,313.3187141,519.9742335,413.7340193,385.4250809,326.5432227,445.1758229
RNF223,43.47706304,46.80606042,52.48363477,51.46775517,52.08773035,57.73466059,38.28331555,66.37968939,60.98120466,94.32771717,57.6252746,47.98913688
LOC105378948,9.881150691,9.958736259,15.13951003,23.21094841,30.63984138,46.78498358,13.09692374,10.14134143,6.567206656,11.15704182,15.16454595,18.37881838
C1orf159,868.5531457,773.7938073,777.1615148,818.4382244,865.064855,897.8735146,1027.604786,1334.047369,1238.387541,877.3491974,795.6331773,997.5614197
LINC01342,0,1.991747252,0,0,0,0,0,0,0,2.028553057,1.01096973,0
MIR200B,0,0.995873626,0,1.00917167,1.021328046,0,0,0,5.629034277,2.028553057,0,2.042090931
MIR200A,1.976230138,1.991747252,0,4.03668668,1.021328046,0,5.037278361,0,2.814517138,5.071382644,2.02193946,1.021045465
MIR429,1.976230138,2.987620878,3.027902006,4.03668668,3.063984138,2.986275548,4.029822689,2.765820391,9.381723794,4.057106115,3.032909189,1.021045465
TTLL10-AS1,0,0,0,5.04585835,0,0,2.014911345,0,0,0,0,0
TTLL10,0,0,0,0,0,0,0,0,0,1.014276529,0,0
TNFRSF18,0,6.971115381,5.046503343,5.04585835,0,0,2.014911345,0.92194013,0,10.14276529,2.02193946,8.168363724
TNFRSF4,0,0,0,0,0,0.995425183,0,4.609700652,2.814517138,1.014276529,0,0
SDF4,8058.078388,7655.280562,7201.36027,7881.630743,6994.054459,7700.609212,6417.492633,10859.5328,10854.65443,7374.80464,7961.386622,6862.446573
B3GALT6,193.6705535,213.1169559,197.822931,203.8526774,176.689752,169.222281,178.319654,331.8984469,303.9678509,151.1272028,141.5357622,175.6198201
FAM132A,0.988115069,8.962862633,10.09300669,7.06420169,5.10664023,9.954251825,1.007455672,7.375521043,9.381723794,3.042829586,8.087757838,4.084181862
UBE2J2,1995.99244,2250.674395,2312.307832,1839.719955,1717.873773,1603.629969,2830.950439,2625.685491,2597.799319,1909.882704,2036.093036,2148.279659
LOC101928895,49.40575345,40.83081866,54.5022361,77.70621859,63.32233886,42.80328285,55.41006198,87.58431239,70.36292846,47.67099685,47.5155773,54.11540967
SCNN1D,106.7164275,135.4388131,85.79055683,142.2932055,168.5191276,178.1811077,123.9170477,192.6854872,151.9839255,128.8131191,101.096973,106.1887284
ACAP3,1479.208258,1173.139131,1292.914156,949.6305415,864.043527,1007.370285,1126.335442,1829.129219,1914.809826,1234.374535,1178.790705,1243.633377
MIR6726,0,0,1.009300669,1.00917167,0,0,2.014911345,0,0,1.014276529,0,1.021045465
PUSL1,650.1797155,650.3054777,598.5152965,526.7876118,552.5384729,625.1270146,851.3000431,1355.251992,1087.341788,624.7943417,593.4392314,813.773236
CPSF3L,2948.535366,2920.897345,2685.749079,3122.377147,2872.995794,2940.485989,3188.597203,3640.741575,3368.977014,3050.943798,3265.432227,3121.335988
MIR6727,0.988115069,2.987620878,4.037202674,2.01834334,4.085312184,2.986275548,1.007455672,10.14134143,2.814517138,2.028553057,2.02193946,7.147318258
CPTP,352.7570797,343.5764009,314.9018086,350.1825695,313.5477101,336.4537117,491.6383681,590.9636236,586.3577371,344.8540198,343.7297081,447.2179139
TAS1R3,12.8454959,5.975241755,6.055804012,17.15591839,4.085312184,10.94967701,20.14911345,22.12656313,15.01075807,7.099935701,3.032909189,9.189409189
DVL1,2985.095624,2689.854664,3014.781097,1781.187998,1660.679403,1849.499989,3086.84418,4945.286859,4859.732925,3128.028815,3238.136045,3676.784721
MIR6808,1.976230138,1.991747252,3.027902006,0,2.042656092,1.990850365,2.014911345,2.765820391,3.752689518,3.042829586,3.032909189,2.042090931
MXRA8,84.97789594,70.70702744,58.53943878,73.66953191,89.87686805,96.5562427,27.20130315,70.98939004,62.85754942,47.67099685,51.55945622,57.17854606
AURKAIP1,1691.652998,1627.257505,1658.280999,1516.78502,1354.280989,1427.439712,2238.566504,3325.43805,3159.764574,1608.642575,1509.377807,1764.366564
CCNL2,7642.081944,6515.005261,7002.528039,6133.745411,6420.068098,6986.889356,6557.528971,7216.947341,7323.373594,6738.853257,5053.837679,5151.174373
LOC148413,730.2170361,813.6287524,777.1615148,745.7778642,726.1642408,704.7610292,698.1667809,997.5392211,983.2046536,617.694406,618.7134746,680.01628
MRPL20,1030.604017,997.8653731,1107.202833,1243.299498,1170.441941,1119.85333,1256.297223,2382.293297,2308.842226,858.0779433,984.6845168,1044.529511
LOC107984868,0,0,0,0,0,0,0,0,0,0,0,2.042090931
ANKRD65,0,0,0,0,0,0,0,0.92194013,0,0,0,0
LOC105378585,0,0,0,2.01834334,0,0,0,0,0,0,0,0
VWA1,26.67910687,39.83494504,20.18601337,107.9813687,121.5380375,96.5562427,33.24603719,46.09700652,23.45430949,50.71382644,53.58139568,84.74677363
ATAD3C,98.81150691,117.5130879,101.9393675,74.67870358,71.49296322,66.69348723,153.1332622,332.8203871,260.8119215,95.3419937,82.89951784,99.04141015
ATAD3B,1606.675102,1483.851703,1566.434638,1362.381755,1252.148184,1316.947516,3265.163834,4971.101183,4734.017827,1531.557558,1357.732347,1534.631335
ATAD3A,3280.542029,3079.241251,3435.659476,2251.461996,2086.573198,2218.802732,4648.400472,8066.976141,7927.556606,3027.615438,3322.046532,3380.681536
TMEM240,2.964345207,6.971115381,1.009300669,5.04585835,3.063984138,10.94967701,4.029822689,11.98522169,2.814517138,6.085659172,1.01096973,4.084181862
SSU72,2331.951563,2297.480455,2163.940633,1905.316113,1799.580017,2039.626199,1879.912285,2113.086779,2084.619027,1821.640646,1796.49321,2034.943613
C1orf233,0.988115069,1.991747252,0,0,0,0,0,0,0,0,0,1.021045465
LOC105378586,0,0,0,0,0,0,0,0,1.876344759,0,0,0
MIB2,1073.092965,894.2945161,1080.961016,921.3737348,849.7449343,1069.086646,799.9198038,1462.197047,1471.054291,861.1207729,884.5985136,1065.971466
MMP23B,6.916805484,3.983494504,0,7.06420169,13.2772646,19.90850365,5.037278361,8.297461173,11.25806855,13.18559487,4.043878919,7.147318258
CDK11B,1785.52393,1754.729329,1722.876241,1342.198321,1085.671713,1345.814847,2005.844244,4328.508912,4635.509727,1599.514086,1607.44187,1633.672745
SLC35E2B,6116.432278,6601.646266,6480.719593,7306.402891,6727.487839,7171.043015,5077.576588,4097.101939,4001.305198,5744.862259,5503.719209,5838.337971
LOC107985731,59.28690415,47.80193404,50.46503343,51.46775517,62.30101081,60.72093613,59.43988467,46.09700652,50.66130849,49.69954991,51.55945622,71.47318258
CDK11A,1003.92491,880.3522853,1076.923813,835.5941428,743.5268175,805.2989727,1223.051186,2446.829106,2617.500939,722.1648885,820.9074206,823.9836906
SLC35E2,578.0473154,531.7965162,631.8222185,705.4109974,511.6853511,651.0080694,453.3550525,360.478591,332.1130223,542.6379429,464.035106,472.7440505
NADK,3809.183591,3734.526097,3757.626389,2921.551985,2899.550323,2905.646108,3482.774259,3273.809403,3100.659714,3883.664829,3733.511212,3768.678813
GNB1,19934.2334,20083.78341,19288.74508,21706.27345,17680.20981,16960.05426,25702.20911,21714.45589,21404.40284,22009.80067,24113.64999,22231.22292
LOC105378949,19.76230138,22.9050934,50.46503343,45.41272515,52.08773035,45.7895584,29.2162145,11.98522169,9.381723794,33.47112545,30.32909189,21.44195477
CALML6,1.976230138,0,1.009300669,3.02751501,0,0,1.007455672,1.843880261,0.938172379,3.042829586,0,1.021045465
TMEM52,23.71476166,7.966989007,21.19531404,13.11923171,21.44788897,6.967976278,23.17148046,17.51686248,33.77420566,23.32836016,28.30715243,34.71554582
CFAP74,0,0,0,2.01834334,0,0,0,0,0,1.014276529,0,0
LOC105378589,0,2.987620878,0,0,4.085312184,0,0,1.843880261,0.938172379,0,2.02193946,0
PRKCZ,161.0627563,131.4553186,174.6090157,295.6872993,276.7799005,320.5269088,174.2898313,222.1875714,242.0484739,190.6839874,248.6985535,210.3353659
LOC100506504,4.940575345,0.995873626,1.009300669,10.0917167,9.191952415,9.954251825,14.10437941,15.67298222,4.690861897,9.128488759,6.065818379,8.168363724
FAAP20,1313.204927,1452.97962,1381.732615,1418.895368,1564.674567,1342.828571,1177.715681,1161.644564,1204.613335,1227.2746,1301.118042,1497.873698
LOC105378593,0.988115069,0,1.009300669,0,2.042656092,4.977125913,0,0.92194013,0,0,3.032909189,2.042090931
LOC105378592,1.976230138,0,0,0,0,0.995425183,0,0,0,1.014276529,0,0
SKI,570.1423949,500.9244338,486.4829223,687.2459073,603.6048752,632.0949909,668.9505664,1059.30921,1010.411653,454.3958849,527.7261989,525.8384147
MORN1,372.519381,299.7579614,318.9390113,316.8799044,314.5690382,303.6046807,232.7222603,220.3436912,257.059232,277.9117689,249.7095233,322.6503671
RER1,7031.426832,7701.090749,6807.73301,6760.441018,5634.66683,5178.201799,8166.43568,5750.140593,5435.770766,6184.043996,6755.299734,6219.18793
PEX10,1568.138615,1616.302895,1575.518344,2411.920291,2377.651691,2233.73411,1608.906709,1845.724141,1780.651176,1928.139681,1930.952184,1905.270839
PLCH2,0,5.975241755,3.027902006,4.03668668,1.021328046,0.995425183,0,0.92194013,6.567206656,5.071382644,2.02193946,1.021045465
PANK4,973.2933431,1021.76634,1042.607591,886.0527263,851.7875904,786.3858942,1064.880646,1147.815462,1017.917032,1003.119487,1136.329976,1089.455512
LOC115110,65.21559456,77.67814282,79.73475282,101.9263387,69.45030713,64.70263686,80.59645378,47.01894665,26.26882662,82.15639883,65.71303244,79.6415463
TNFRSF14,228.254581,239.0096702,299.7622986,207.889364,184.8603763,222.9752409,190.4091221,332.8203871,273.0081624,257.6262383,242.6327351,285.8927303
LOC100996583,1.976230138,0,1.009300669,1.00917167,4.085312184,2.986275548,0,0,0,0,0,0
FAM213B,2291.438845,2306.443318,2348.642656,1698.435921,1469.691058,1403.549507,2409.833968,2049.47291,1887.602827,2552.934023,2548.654689,2581.202937
MMEL1,0.988115069,0.995873626,0,0,1.021328046,0,0,1.843880261,0,0,6.065818379,1.021045465
LOC105378597,0.988115069,0,0,0,0,0,2.014911345,0,0,1.014276529,0,0
TTC34,0,0,1.009300669,1.00917167,0,0.995425183,0,0,0,0,1.01096973,0
LOC105378598,0,0,0,0,0,2.986275548,0,0,0,0,0,0
PRDM16,0,0,0,0,1.021328046,0,0,0,0,0,0,0
LOC105378605,1.976230138,0,0,1.00917167,4.085312184,0,0,0,0,0,0,0
LOC105378604,19.76230138,15.93397801,21.19531404,12.11006004,24.51187311,14.93137774,31.23112584,16.59492235,16.88710283,17.24270099,41.44975892,12.25254559
ARHGEF16,606.7026524,549.7222415,508.687537,784.1263876,870.1714953,999.4068832,448.3177742,620.4657077,548.830842,712.0221232,681.3935979,742.3000534
MEGF6,2315.153607,2199.88484,2106.410495,2549.167639,2517.573634,2778.231684,2246.626149,3160.410767,2695.369246,2349.064441,2128.091281,2247.321069
TPRG1L,1276.644669,1101.43623,1099.128428,1122.198897,919.1952415,987.4617811,1225.066098,1358.017812,1320.008538,997.0338277,1098.924096,1040.445329
WRAP73,860.6482252,793.7112798,744.8638934,711.4660274,728.2068968,678.8799745,966.1499897,1104.484276,1032.92779,875.3206443,862.3571795,898.5200096
TP73,75.09674525,52.78130217,67.6231448,61.55947187,56.17304253,76.64773905,50.37278361,73.75521043,60.98120466,75.05646313,56.61430487,77.59945537
LOC105378610,2.964345207,4.979368129,4.037202674,8.07337336,3.063984138,0,3.022367017,5.531640782,1.876344759,13.18559487,1.01096973,19.39986384
TP73-AS1,2715.34021,2725.706114,2729.149008,3171.826559,2949.595397,3045.005633,2506.549713,1185.615008,1245.89292,3069.200776,2675.025905,2534.234845
CCDC27,0,0,0,0,5.10664023,0,0,0,0.938172379,0,0,0
SMIM1,7.904920553,4.979368129,7.06510468,10.0917167,10.21328046,15.92680292,0,0,1.876344759,3.042829586,3.032909189,5.105227327
LRRC47,1746.987442,1680.038807,1667.364705,1453.207205,1391.048799,1489.156073,1703.607542,2742.771888,2653.151489,1481.858008,1444.675744,1550.968062
CEP104,1686.712423,1528.666016,1556.341631,1327.060746,1338.961068,1262.199131,1746.928136,2135.213342,2275.06802,1457.515372,1539.706898,1535.65238
DFFB,482.2001537,502.9161811,461.2504055,433.9438181,421.808483,348.3988139,458.3923309,412.1072383,392.1560546,454.3958849,390.2343157,371.6605494
LOC107984910,1.976230138,6.971115381,10.09300669,6.05503002,6.127968276,9.954251825,16.11929076,16.59492235,8.443551415,13.18559487,11.12066703,12.25254559
C1orf174,584.9641209,532.7923899,627.7850159,598.4388003,491.2587902,536.5341734,641.7492633,846.3410397,827.4680386,520.3238592,600.5160195,586.0800972
LINC01134,90.90658636,107.5543516,102.9486682,60.5503002,52.08773035,55.74381022,87.64864349,42.409246,44.09410183,60.85659172,77.84466919,66.36795525
LOC107985376,0,0,1.009300669,0,0,0,0,0,4.690861897,0,0,0
AJAP1,35.57214249,35.85145053,28.26041872,48.44024016,49.02374621,20.90392883,34.25349286,58.08222821,52.53765325,51.72810297,46.50460757,64.32586432
NPHP4,1187.714313,1145.25467,1084.998219,1164.584107,924.3018817,997.4160329,999.3960269,997.5392211,908.1508633,1308.416722,1258.657314,1326.33806
KCNAB2,264.8148385,230.0468076,231.1298531,285.5955826,181.7963922,253.8334215,225.6700706,259.0651766,273.9463348,269.7975566,364.9600725,286.9137758
CHD5,4.940575345,0,0,7.06420169,0,2.986275548,0,2.765820391,2.814517138,0,1.01096973,4.084181862
RPL22,891.2797923,779.7690491,1083.988918,799.2639627,1019.28539,1111.889929,965.1425341,1462.197047,1586.449494,935.1629595,953.3444552,998.5824652
LOC107985733,19.76230138,17.92572527,28.26041872,13.11923171,15.31992069,16.9222281,25.18639181,58.08222821,45.97044659,22.31408363,10.1096973,17.35777291
LOC102724450,14.82172604,16.92985164,13.12090869,22.20177674,14.29859264,17.91765329,5.037278361,7.375521043,12.19624093,16.22842446,20.2193946,25.52613664
RNF207,752.9436826,644.330236,710.5476707,701.3743107,666.9272141,768.4682409,1024.582419,1301.779464,1160.519233,754.6217374,718.7994779,717.7949622
ICMT,3007.82227,3358.085867,3593.11038,3538.155875,2919.976884,2698.59767,4045.94198,2992.617663,2836.095103,2789.260454,3102.666101,2821.148621
LINC00337,9.881150691,10.95460988,5.046503343,2.01834334,16.34124874,9.954251825,12.08946807,1.843880261,3.752689518,0,5.054848649,16.33672745
GPR153,89.91847129,92.61624721,84.78125616,113.027227,96.00483633,98.54709307,70.52189706,58.08222821,55.35217039,103.4562059,83.91048757,83.72572817
ACOT7,4727.142491,4613.882509,4221.904697,4196.135804,4012.797893,4273.360309,4242.395836,5362.925738,5063.316332,4781.299556,5005.311132,5018.438463
HES2,0.988115069,9.958736259,5.046503343,4.03668668,8.170624369,1.990850365,0,0,0,1.014276529,3.032909189,3.063136396
ESPN,9.881150691,6.971115381,7.06510468,37.33935179,32.68249747,25.88105475,0,3.687760522,2.814517138,0,5.054848649,2.042090931
TNFRSF25,218.3734303,209.1334614,242.2321605,172.5683556,134.8153021,203.0667372,352.6094853,429.6241008,425.9302603,312.3971709,241.6217654,355.323822
PLEKHG5,693.6567785,621.4251426,653.0175326,430.9163031,436.1070757,582.3237318,835.1807523,1292.560063,1312.503159,975.7340206,1057.474337,998.5824652
NOL9,674.8825922,698.1074118,757.9848021,592.3837703,615.8608118,512.643969,1109.208695,705.2841997,870.6239681,617.694406,555.0223817,581.9959153
TAS1R1,0,0,2.018601337,2.01834334,2.042656092,1.990850365,0,0,0,0,0,0
ZBTB48,341.8878139,376.4402306,327.0134166,479.3565433,505.5573828,464.8635602,354.6243966,532.8813954,545.0781524,408.7534411,434.7169838,407.3971407
KLHL21,709.4666196,603.4994173,750.9196974,500.5491483,413.6378587,494.7263157,836.188208,1086.967414,1138.941269,633.9228305,541.8797752,731.0685533
LOC107984913,14.82172604,6.971115381,13.12090869,9.08254503,18.38390483,13.93595256,15.11183508,1.843880261,9.381723794,8.11421223,4.043878919,12.25254559
PHF13,709.4666196,695.1197909,636.8687219,556.0535902,493.3014463,555.4472518,624.6225168,733.8643438,742.0943521,753.6074609,644.9986876,701.4582348
THAP3,197.6230138,184.2366208,195.8043297,223.0269391,259.4173237,205.0575876,220.6327922,307.9280035,328.3603328,201.8410292,202.193946,199.1038658
DNAJC11,3947.519701,3912.787476,3792.951913,3352.468288,2930.190164,2898.678131,4435.827325,4297.162948,4601.735521,2924.159232,3045.040826,2661.865528
CAMTA1,1377.432406,1295.631587,1275.756045,1461.280578,1419.645984,1252.24488,1365.102436,1375.534675,1314.379504,1297.25968,1313.249679,1384.537651
LOC105376689,109.6807727,178.261379,139.2834923,203.8526774,234.9054506,270.7556496,155.1481735,106.023115,86.31185891,140.9844375,129.4041254,139.8832288
VAMP3,1487.113179,1302.602703,1387.788419,907.2453314,934.5151622,996.4206077,1700.585175,2241.236457,2261.933607,1551.843089,1296.063194,1324.295969
PER3,1545.411968,1546.591741,1499.820794,531.8334701,547.4318327,423.0557026,884.5460803,778.11747,837.7879348,1177.57505,1152.505492,1076.181921
TNFRSF9,401.1747181,409.3040602,380.5063521,305.779016,288.014509,306.5909562,780.778146,690.5331577,622.0082876,777.9500975,902.7959687,836.2362362
PARK7,6039.359302,5567.929442,5530.967664,5884.480008,4849.265563,5714.735973,6106.18883,8721.553633,8560.822962,5344.22303,6125.465593,5570.824059
ERRFI1,23619.90261,25030.28771,23420.82201,35009.17441,37737.04997,34841.87224,12069.31895,9137.348632,9348.887761,44273.17048,42030.05555,44211.26865
LOC107984914,36.56025756,27.88446152,23.21391538,31.28432177,42.89577793,23.89020438,33.24603719,24.89238352,15.94893045,25.35691322,33.36200108,41.86286408
LOC107984915,2.964345207,5.975241755,2.018601337,3.02751501,10.21328046,7.96340146,7.052189706,0,12.19624093,5.071382644,7.076788109,8.168363724
LOC102724539,1.976230138,5.975241755,1.009300669,14.12840338,14.29859264,14.93137774,19.14165777,9.219401304,12.19624093,4.057106115,5.054848649,10.21045465
LOC105376695,0,1.991747252,0,1.00917167,0,0.995425183,0,0.92194013,0,1.014276529,0,0
SLC45A1,229.242696,280.8363625,229.1112518,315.8707327,368.6994246,302.6092555,169.2525529,120.7741571,171.6855454,429.0389717,427.6401957,474.7861414
RERE,4471.220688,4091.048855,4176.486167,3771.274531,3596.09605,3391.413597,2811.808781,2570.369083,2714.132694,4059.134668,4149.019771,4816.27146
LOC102724552,0.988115069,0,2.018601337,0,1.021328046,2.986275548,0,0,0,2.028553057,1.01096973,1.021045465
ENO1,122055.9258,123454.4699,124126.8241,112859.7045,102160.3805,103213.6463,126106.2489,128736.954,114781.6379,129042.3456,130228.0657,124237.7491
MIR6728,5.928690415,3.983494504,5.046503343,6.05503002,3.063984138,1.990850365,3.022367017,5.531640782,4.690861897,13.18559487,5.054848649,4.084181862
ENO1-AS1,8.893035622,12.94635714,8.074405349,11.10088837,12.25593655,5.972551095,4.029822689,8.297461173,15.01075807,11.15704182,10.1096973,12.25254559
CA6,1.976230138,2.987620878,4.037202674,3.02751501,4.085312184,4.977125913,2.014911345,0,2.814517138,2.028553057,2.02193946,3.063136396
SLC2A7,0,2.987620878,0,2.01834334,0,1.990850365,0,0,0,0,2.02193946,3.063136396
SLC2A5,183.7894029,185.2324944,120.1067796,531.8334701,488.194806,450.9276077,44.32804958,45.17506639,38.46506756,663.3368498,614.6695957,631.0060976
LOC107984916,477.2595784,476.0275932,521.8084457,432.9346465,515.7706633,382.2432701,873.4640679,776.2735898,714.8873531,753.6074609,693.5252346,848.4887818
GPR157,158.0984111,185.2324944,185.711323,190.7334456,190.9883446,141.3503759,393.9151679,253.5335359,246.7393358,275.8832158,252.7424324,284.8716849
MIR34AHG,564.2137045,421.2545438,543.0037597,540.9160151,543.3465205,653.9943449,525.8918609,591.8855637,535.6964286,363.1109973,294.1921914,356.3448674
LOC102724571,52.37009866,43.81843954,77.71615148,93.85296531,82.72757173,82.62029015,52.38769496,38.72148548,21.57796473,26.37118975,43.47169838,38.79972769
H6PD,929.81628,963.0097962,831.6637509,1415.867853,1364.49427,1324.910918,684.0624015,723.7230023,648.2771142,1493.01505,1383.00659,1424.358424
SPSB1,650.1797155,648.3137305,632.8315192,679.1725339,625.0527642,650.0126442,460.4072422,510.7548322,506.6130849,652.179808,679.3716584,644.2796887
LOC100506022,48.41763839,42.82256591,59.54873945,81.74290527,85.79155587,78.63858942,16.11929076,17.51686248,21.57796473,18.25697752,29.31812216,38.79972769
SLC25A33,0,0,0,0,0,0,0,0,0,0,0,1.021045465
TMEM201,607.6907675,592.5448074,550.0688644,629.7231221,502.4933987,647.0263686,1005.440761,1324.827967,1284.357987,580.1661744,558.0552908,680.01628
LOC107985734,14.82172604,22.9050934,27.25111805,14.12840338,21.44788897,14.93137774,28.20875882,18.43880261,21.57796473,19.27125405,19.20842487,16.33672745
PIK3CD,1263.799173,1328.495417,1309.062967,1373.482643,1280.74537,1428.435137,2545.840484,3007.368705,3080.019922,2100.566691,2297.934196,2346.36248
PIK3CD-AS2,31.61968221,26.8885879,22.20461471,65.59615855,76.59960346,111.4876204,17.12674643,29.50208417,16.88710283,47.67099685,22.24133406,41.86286408
CLSTN1,15428.42869,14913.20755,15281.82142,15608.85822,14763.29691,16136.83763,11993.75978,13147.7882,12715.05026,14484.88311,14860.24406,13667.7146
CTNNBIP1,143.276685,116.5172142,118.0881782,181.6509006,197.1163129,195.1033358,201.4911345,298.7086022,314.2877471,179.5269456,213.314613,225.6510479
LOC105376717,0.988115069,0,0,0,0,0,0,0,0,0,1.01096973,1.021045465
LZIC,374.4956112,384.4072196,409.7760714,333.0266511,307.4197419,354.371365,440.2581288,748.6153859,922.223449,270.8118332,301.2689795,256.2824118
NMNAT1,263.8267234,223.0756922,214.9810424,290.641441,212.4362336,275.7327756,182.3494767,287.6453207,222.3468539,203.8695823,270.9398876,202.1670022
MIR5697,0,0,1.009300669,0,0,0,0,0,0,0,0,0
RBP7,0,0,0,0,0,0,0,0,2.814517138,3.042829586,0,0
UBE4B,6355.556124,6127.61042,6506.96141,5991.452205,5813.399238,5404.163316,5169.255055,3990.156884,4104.50416,5065.296985,5174.143077,5000.059644
KIF1B,2257.842933,2111.252087,1931.80148,1923.481203,1787.324081,1821.628084,2407.819057,2563.915503,2719.761728,2169.537495,2157.409403,2068.638113
