"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"HIF1A",3042.49010621547,0.418143564458414,0.0583807708504003,7.1623508625794,7.93051264812426e-13,1.82181498888855e-11
"SLC2A2",37.6962093770221,3.13199163738187,0.437871405236655,7.15276585756755,8.50466006778022e-13,1.9503234318348e-11
"GFPT2",856.539381314371,-0.602908063504562,0.0843734711989021,-7.14570652288639,8.95341667541988e-13,2.04968182437986e-11
"IL1B",33.1605414230271,3.50271505381542,0.490244311015566,7.14483569744923,9.01035980711145e-13,2.05915511170464e-11
"ECI2",3684.61691880267,-0.456052812959977,0.0638511167336658,-7.14244066963235,9.16880970010555e-13,2.09175327503098e-11
"NET1",3438.77954888545,-0.394210702571429,0.0552243334572183,-7.13835148190281,9.44568520763986e-13,2.15121009754717e-11
"R3HDM2",2430.56267048368,-0.439722857860344,0.061647244396488,-7.13288748207852,9.82849006365131e-13,2.23454605708306e-11
"CA12",44850.9997817946,-0.452111853388831,0.0634072849427425,-7.13028248721094,1.00163144596309e-12,2.27334258884796e-11
"IGFBP7",11151.0013329909,0.393835918785916,0.0552438477758703,7.1290457606021,1.01067132448708e-12,2.28817532011884e-11
"SF3B1",19566.3408827255,0.367489525719381,0.0515491459800299,7.12891588663265,1.01162527378289e-12,2.28817532011884e-11
"SLC39A8",1937.86743318317,-0.535555177737455,0.0751441100533016,-7.12704132576156,1.02549310671392e-12,2.31558443481887e-11
"AQR",2639.49439404269,0.46193197275643,0.0648655340375384,7.12137777959409,1.06853464304484e-12,2.4086627592452e-11
"CNIH4",3709.7259283321,-0.473579105116282,0.0666622158267503,-7.10416086898575,1.21055785729835e-12,2.72416693329452e-11
"ASB13",1333.38991703948,-0.532606793429487,0.0750072045358115,-7.10074181174421,1.24089009745418e-12,2.78768383183594e-11
"ANKRD40",1514.38273444474,0.523582524183838,0.0737587976130243,7.09857726980333,1.2604770836288e-12,2.82688691026718e-11
"COQ7",1053.82170294234,0.553003950680799,0.0779196512628601,7.09710505268117,1.273972217392e-12,2.85231816929458e-11
"ENPP3",138.948166336008,-1.38896718128616,0.195722198897666,-7.09662567204443,1.27839699890576e-12,2.85739004890558e-11
"NEMF",1078.49490622843,0.564899762477067,0.0796394733957083,7.09321318173745,1.31033367868309e-12,2.92383393530095e-11
"PLA1A",140.159720991013,1.47436362862112,0.207905199619403,7.09151878510079,1.32648068637799e-12,2.95488088251744e-11
"TMEM173",1611.83694867382,-0.491226009060083,0.0693251075259439,-7.08583118859569,1.38212207706882e-12,3.07365366786128e-11
"JOSD1",865.217690354213,-0.577346905963381,0.0814964502377938,-7.08431967624078,1.39729023282663e-12,3.10217187261107e-11
"ITPR3",15627.5224524662,-0.394743883053591,0.0557357209056084,-7.08242176901438,1.41656734637666e-12,3.13970169635778e-11
"ATF4",16609.8837268462,-0.405618786935362,0.0572796220882992,-7.08138029105851,1.42725630923881e-12,3.15810292372039e-11
"LPCAT3",4407.94148524345,0.368025383361389,0.0519731944590791,7.08106144314743,1.43054452280877e-12,3.16009434487574e-11
"NFKB2",2863.26206530637,-0.436158116917572,0.0616341273437226,-7.07656838370072,1.47767852441898e-12,3.25877370585198e-11
"PCSK5",2898.9778425999,-0.528510962281793,0.0747528182231302,-7.07011420899527,1.54806234962553e-12,3.40831298007404e-11
"TTC3",4528.03036558111,-0.454263215114502,0.0643505290794338,-7.05919938208687,1.67464644125962e-12,3.68088400510752e-11
"TACC2",1345.49352496324,-0.511094643016574,0.0724036087720898,-7.05896642010462,1.67745599080503e-12,3.6809448872856e-11
"CDK6",757.485780636849,0.676503251422751,0.0960763096975354,7.04131178177533,1.90438337367315e-12,4.17198688749057e-11
"PRKAR2A",569.531932650321,0.769547447137287,0.1093318003549,7.03864241363693,1.94121832670124e-12,4.24565304114228e-11
"CRIM1",13411.9966655589,0.397685513660299,0.0565468834090081,7.03284583844892,2.02362918633816e-12,4.41859098904728e-11
"ZBTB44",1287.73030361243,0.500068543012766,0.0711833194713756,7.02508040825288,2.13943004115798e-12,4.66374601393779e-11
"RPL10",11064.3542571621,-0.393689023718419,0.0560901207645475,-7.0188656817308,2.23676678010984e-12,4.86791086092326e-11
"DDX46",5228.05022651879,0.381031515080264,0.0542968981925234,7.01755584138933,2.25782934563505e-12,4.90568110040115e-11
"GSR",3688.61858597128,0.40226703495173,0.0573391573857893,7.01557283524759,2.29008728051553e-12,4.96761227799698e-11
"KLHL36",4523.96153421818,-0.38936730128511,0.0555256657558981,-7.01238420079187,2.3429075817652e-12,5.07387121471638e-11
"AACS",2590.1965333244,-0.425380499369194,0.0607480572143143,-7.00237207370247,2.51664647511703e-12,5.44121996057983e-11
"TXNIP",1689.00696272245,-0.598493119086264,0.0855635953894941,-6.99471681106741,2.65795252405907e-12,5.73736179418427e-11
"SLC15A4",5305.21218976023,-0.416341059384776,0.0595575068853034,-6.99057232510707,2.73767119164969e-12,5.89981518044116e-11
"BCAT1",6699.55672082064,-0.426043549259694,0.0610120821738558,-6.98293738026625,2.89071281361842e-12,6.21949787801608e-11
"ASAH1",2536.06521968626,0.441698908079689,0.0633351389076844,6.97399446338149,3.08066211551735e-12,6.61742225852688e-11
"LAP3",3272.84299072773,-0.439409746681495,0.0630132466612499,-6.97329164840051,3.09609839271467e-12,6.63980128564028e-11
"KCTD3",6944.11344269624,0.444351921884778,0.0637349873224287,6.97186805163776,3.12759832834653e-12,6.69650179299051e-11
"HSPA13",2170.96844348909,-0.442771530664997,0.063524091206103,-6.97013561718548,3.16635605156361e-12,6.76853364689655e-11
"ANKRD27",2564.99772248053,-0.414431094110641,0.0595209365145344,-6.96277845039351,3.33626285472034e-12,7.12023066026767e-11
"ANXA6",12568.2845663626,-0.361541614120022,0.0520632631358005,-6.94427495212865,3.80408967504395e-12,8.10559010953003e-11
"PLEKHH1",207.108789447843,-1.01897252935162,0.146878081293403,-6.93753976344589,3.98987043711706e-12,8.48777582378344e-11
"DERA",2327.95909554036,-0.48490615860798,0.0699278365003052,-6.93437953862427,4.08007900377714e-12,8.66574725168204e-11
"RNF40",2996.4406527948,0.450435654532433,0.0650028051816199,6.92948024741243,4.22389595855013e-12,8.95682553261784e-11
"EPHX1",4331.88448641542,0.403473315792944,0.0583103400058442,6.91941284774718,4.53519390135883e-12,9.6015497124448e-11
"CDKN2C",1732.3235583068,0.487485297339824,0.070514642266008,6.91324924404841,4.73676616654834e-12,1.00122827341482e-10
"ZDHHC6",2507.72516191516,0.446358490659135,0.0646146330523704,6.90800937145863,4.91501521508008e-12,1.03724850599585e-10
"PIP4K2B",1509.49211058764,-0.483260924584212,0.0700219389073787,-6.9015644542983,5.1432925272355e-12,1.08369501147102e-10
"CLNS1A",1655.45630370185,-0.578810463009509,0.0839143606765923,-6.89763299562344,5.28761338725731e-12,1.11233227885833e-10
"FN1",441272.987243861,0.471324690694525,0.0683946123295393,6.89125465648648,5.53024360507138e-12,1.16152672035404e-10
"CRYAB",76.4572397751467,1.84747424917628,0.268116663777479,6.89056108317674,5.55727575037744e-12,1.16535455988897e-10
"ARHGAP35",6229.73152780906,-0.389734356058051,0.0566860189106332,-6.87531711606835,6.18521111596248e-12,1.2949796437724e-10
"CD74",200.206206715023,-1.02604751779171,0.14925702792632,-6.87436653433976,6.2265922595602e-12,1.30158402493682e-10
"DIP2B",2291.79351961894,-0.542420069357977,0.0791509514061103,-6.85298230434288,7.23260359207242e-12,1.50949228281234e-10
"LIF",1244.63858432558,-0.510707056086322,0.0745381292351232,-6.85162159725457,7.30174935471996e-12,1.5215235820733e-10
"IFIT5",683.469734340481,-0.61350841704731,0.089554121044733,-6.85070000006876,7.34894880291811e-12,1.5289511094373e-10
"SSH1",1037.60266057872,-0.526936550820226,0.0769453080121656,-6.84819600354207,7.47870546418104e-12,1.55350440662549e-10
"LY6E",2892.28021023836,-0.458675615771438,0.0669976508436163,-6.84614475277742,7.58667147359411e-12,1.5734613940219e-10
"ETV1",2888.15529830346,0.407849198146277,0.0596639578617782,6.83577175840613,8.15647173975538e-12,1.68644075457854e-10
"MIR147B",202.729671425775,-1.22930413793413,0.179834195828265,-6.83576408965104,8.15690812371722e-12,1.68644075457854e-10
"PEA15",17205.0069661887,-0.328678753008579,0.0481205281175852,-6.83032306306852,8.47236172847865e-12,1.74892808722667e-10
"SLC25A44",2404.02537395403,0.447849779660283,0.0655707476181845,6.83002399588445,8.49004303012563e-12,1.74984812110004e-10
"JUN",1356.93672567405,-0.637625992926322,0.0934139048662707,-6.8258145705303,8.74277985227977e-12,1.79913628313166e-10
"STON2",58.0331794800316,2.00397108840401,0.293795321433427,6.82097685772068,9.04235092753584e-12,1.85789421542165e-10
"PLP2",26080.3991764425,-0.383056647457039,0.0562186554164367,-6.81369279680504,9.51247269815833e-12,1.95112758332459e-10
"AKR1B1",72649.5072375939,0.35132533052966,0.0515631643065495,6.81349438605022,9.52560776018504e-12,1.95112758332459e-10
"DNAJC11",3352.62268306017,0.432520080159398,0.0634839837086093,6.81305826906924,9.55454178404324e-12,1.95402931818331e-10
"E2F8",1385.40754072147,0.481835972334293,0.0707333349978284,6.8120069886297,9.62464301348646e-12,1.96532833880328e-10
"DGKD",1958.2812513056,-0.434874243904476,0.063843334498685,-6.81158412728949,9.65298203721768e-12,1.96807794016124e-10
"GAS2L3",1716.94604038771,-0.479823710962356,0.070480813096095,-6.80786287621504,9.90592114507108e-12,2.01424896276521e-10
"TCF7L2",791.353823375632,0.624917958216416,0.0917943347759654,6.80780529366654,9.90988569196001e-12,2.01424896276521e-10
"GBP2",255.252587434777,0.999374091964946,0.14702421788886,6.79734336502577,1.06565907719139e-11,2.16269952598106e-10
"TNS1",1285.0782691485,-0.593711308287723,0.0873631513340266,-6.79590077992621,1.07637841629762e-11,2.18110860711334e-10
"VLDLR",3002.56626981331,-0.428532691336346,0.063062380933418,-6.79537760854282,1.08029195882388e-11,2.18569162066631e-10
"LOC100129034",9403.46567235617,-0.372017607620997,0.0547677954456213,-6.79263433180128,1.10104210655012e-11,2.22427315326278e-10
"KDM1B",1496.18553086257,-0.478804189088282,0.0705027936641556,-6.79127966714476,1.11143229681775e-11,2.2418402669958e-10
"SLC45A1",342.273630758323,-0.849556320011947,0.125341757081983,-6.77791934459856,1.21918875252642e-11,2.4554498589695e-10
"ADD1",8801.53893055946,0.38756742855803,0.0571997251826516,6.77568689920169,1.23816563066536e-11,2.48987957826202e-10
"ITM2B",21653.784134113,0.44696671094899,0.0660028987644122,6.77192546564315,1.270796089819e-11,2.55161970568817e-10
"GYPC",1451.27435608245,-0.518502232521784,0.076748965679152,-6.75582045873264,1.42029210285339e-11,2.84747047044788e-10
"TMEM132A",3217.57214796519,-0.427806132334135,0.0633349070837858,-6.75466582382746,1.43164844531814e-11,2.8652634216708e-10
"KCTD10",5280.68208691391,-0.376042198649236,0.0556730162139435,-6.75447863654737,1.43349787269201e-11,2.8652634216708e-10
"SLFN5",1415.32943812722,-0.516462516271202,0.0765573112930267,-6.74609005395209,1.51882372904213e-11,3.0312331195604e-10
"TAPBPL",618.142437871813,-0.654345816844388,0.0970242145670814,-6.74414958950254,1.53925891665872e-11,3.05924698189741e-10
"ASMTL",1200.67781591358,-0.556109298179156,0.082458651094049,-6.74409890048868,1.53979631948585e-11,3.05924698189741e-10
"ASMTL.1",1200.67781591358,-0.556109298179156,0.082458651094049,-6.74409890048868,1.53979631948585e-11,3.05924698189741e-10
"DMTN",1467.17393170518,-0.495737710358998,0.0735168051935488,-6.7431889763689,1.5494746106465e-11,3.07386027707263e-10
"C8orf33",1052.51413885412,0.638634131034896,0.0948712590164809,6.7315869701271,1.67822471108826e-11,3.32429182292214e-10
"ABI2",4449.3442146429,-0.361499465041536,0.0538270386735289,-6.71594562788599,1.86850462392974e-11,3.69567312164997e-10
"PCNP",12900.3650947272,-0.327661959874848,0.0487991020520942,-6.71450797445128,1.88701858680178e-11,3.72672088665092e-10
"ELF4",2408.18397211913,-0.485763842349396,0.0723619130826522,-6.71297678095594,1.90693468008169e-11,3.76044108596734e-10
"CCBE1",902.93765147651,-0.534332102010045,0.0796060170645264,-6.71220746513333,1.91701863511822e-11,3.77470097914944e-10
"SLC2A3",2477.8730701475,-0.500884386345764,0.0747189035737915,-6.70358319499559,2.03369820644085e-11,3.99849846472888e-10
"STK39",3624.63764134609,-0.39340931905208,0.0586963029258593,-6.70245483005982,2.04946939371507e-11,4.02352804415992e-10
"CRISPLD2",164.24569917471,-1.11253653183435,0.166155269757373,-6.69576435017031,2.14547220350832e-11,4.20576121434401e-10
"ASAP2",3418.60482502013,-0.44102070240449,0.0658857373994188,-6.69372036820188,2.17566986601476e-11,4.25864847146557e-10
"AKR1C1",109.198914686156,1.48668370590524,0.222245119028883,6.68938743132545,2.2410669514954e-11,4.38017694271598e-10
"CHST15",1514.17524321079,-0.472276830904589,0.0706094050844158,-6.68858249605653,2.25342605000024e-11,4.39783679846654e-10
"BTBD3",515.914355741178,-0.811474127752258,0.121356489552084,-6.68669743783243,2.28263121826395e-11,4.44827338439892e-10
"GPRC5B",1060.30346621009,0.564083600574219,0.0843661253349482,6.68613852224112,2.29136148323053e-11,4.45871987442741e-10
"LEPR",805.761161840065,0.656135774162564,0.098165361343725,6.68398470887416,2.32531079708231e-11,4.51813692613702e-10
"DLG5",4818.0126069419,-0.401746599347953,0.06012158562858,-6.68223559221922,2.35324300660372e-11,4.56570549316428e-10
"FARP2",799.854334796653,-0.557550447484538,0.0834889427543824,-6.67813520078707,2.42001736871115e-11,4.68838503993938e-10
"MYO1C",12535.3709490214,-0.355976830197912,0.0533097220648963,-6.67752178044684,2.43016503554713e-11,4.70116136701165e-10
"ARHGEF6",1666.28209851995,-0.500399063240352,0.0749564525875144,-6.67586373109264,2.45780266991989e-11,4.74768539100438e-10
"SECISBP2",2175.66877282587,0.437844087555357,0.0656899590504287,6.66531223164919,2.64103270900364e-11,5.09419020488865e-10
"UBXN8",227.392624699182,0.978509287089869,0.146824027897113,6.66450376756835,2.65561091251924e-11,5.11485350719864e-10
"SAMD9L",934.173552324318,-0.651922496834074,0.0979329542091428,-6.6568245806396,2.79806806503704e-11,5.38140067392007e-10
"ZFP36",1275.28289530892,-0.538818257909515,0.0809667367721941,-6.65481010338258,2.83666062391189e-11,5.44770586002934e-10
"PTPRH",157.91778416582,-1.13275411281824,0.170268171421037,-6.65276489061001,2.87637487187033e-11,5.51596989921569e-10
"KLF6",7774.89054439519,-0.370834501095331,0.0557790025322122,-6.64828132918253,2.9653511461723e-11,5.67836850450824e-10
"ATP1B1",8421.02805290488,-0.42657549500662,0.064174024659215,-6.64716756151535,2.98786825279256e-11,5.71321860129352e-10
"SLC17A5",2579.92796090714,0.464836960555507,0.069984829741448,6.64196744169845,3.09523347491801e-11,5.90997537375398e-10
"ULBP1",209.682778042041,-1.075943729554,0.1620287497605,-6.64044949519384,3.12727979265893e-11,5.96255997355373e-10
"ACTR1B",1599.80241892483,-0.499192753200751,0.0752206306018855,-6.63638085996368,3.21478549494604e-11,6.12058153512604e-10
"TSC22D1",2969.16372521054,0.373093860224788,0.0562364698263263,6.63437554627815,3.25879169044237e-11,6.18702250662544e-10
"TBX3",537.549707118179,-0.806349318802534,0.121541304077192,-6.63436454730164,3.25903467889808e-11,6.18702250662544e-10
"MIOX",1111.1017188065,-0.650724923970095,0.0980977962020979,-6.63343060867028,3.27973197663579e-11,6.21739448636745e-10
"SERPINB7",84.0093499526328,-1.56158301170835,0.235441942158809,-6.63256086570608,3.29912226316431e-11,6.24520540574966e-10
"VPS18",1710.53705599343,0.446225544387883,0.0673879394692203,6.62174193041913,3.54990425898574e-11,6.71033330784275e-10
"MPDU1",2748.74592445618,0.405646637269214,0.0613556362792371,6.61139973226039,3.8070294181465e-11,7.18610745519466e-10
"PALLD",5198.51725848061,-0.360020313473624,0.0545206792143775,-6.6033717602455,4.0190997476748e-11,7.57560225943489e-10
"FIGN",668.813658340892,0.600880326443119,0.0910082445494018,6.60248232913607,4.04329484619473e-11,7.61036662942371e-10
"SLC7A2",1394.41899336552,0.602940006986307,0.0913441001164685,6.60075479661552,4.09069664806217e-11,7.68865029078958e-10
"IRS1",3421.51142882779,-0.399153261954495,0.0605487115120045,-6.5922668209935,4.33161194177935e-11,8.12991336363465e-10
"TNFRSF1A",14888.3615455355,0.384170079608391,0.0583681635903144,6.58184283995771,4.64652604989138e-11,8.70861652863495e-10
"KCTD20",4941.07484145283,-0.336155527271667,0.0510996751510679,-6.5784278721514,4.75448409035755e-11,8.8983498562392e-10
"MTPN",2525.30705994595,-0.551115568041801,0.0838408705967076,-6.57335216248868,4.91949170218507e-11,9.1941686727843e-10
"MFSD6",2132.24829169908,-0.475925537452973,0.0724376793606246,-6.5701378295627,5.02687090636304e-11,9.38160166896978e-10
"HPGD",247.566234719864,1.04682921708709,0.159484874493678,6.56381503519062,5.24482541497728e-11,9.77458167478582e-10
"HNRNPLL",924.564766302488,0.563753604131819,0.0860070911639631,6.55473399346903,5.57411478175609e-11,1.03736549637407e-09
"EHD2",3035.93918742975,-0.376222821840693,0.0575239601066801,-6.54028027873907,6.14036479876499e-11,1.14114195248958e-09
"GLS",16310.3602639003,0.348956897020796,0.0533650503067001,6.53905308840277,6.19095482273347e-11,1.14893007313337e-09
"ZFAND1",2002.675049626,-0.472441854559588,0.072254433756331,-6.53858635378472,6.21030243324896e-11,1.1509064677416e-09
"FTH1",23118.2298017372,0.367459711496203,0.0562245399943893,6.53557524050657,6.33655162074434e-11,1.17266085378586e-09
"KREMEN1",1256.4448117855,-0.586545713443257,0.0897572434592626,-6.53480087887801,6.36942252608798e-11,1.17709774951391e-09
"KMT2A",2754.09173175255,-0.462350286589631,0.0707917938494843,-6.5311282769959,6.52760596674884e-11,1.20464828663906e-09
"BRD8",3259.18476236521,0.380217592329161,0.0582624336298458,6.52594765856792,6.7572916209356e-11,1.24529920234289e-09
"SMAGP",535.425180571598,-0.690334731015676,0.105846258500985,-6.52205132984699,6.9352271016715e-11,1.27631328246617e-09
"CUX1",2908.33120107857,-0.405613708795335,0.0622178979921349,-6.51924481355203,7.06622438962335e-11,1.29861501560411e-09
"SLAMF7",34.3220641607267,-2.68566360046268,0.412319305604644,-6.51355287990771,7.33937510111008e-11,1.34694329178764e-09
"UCK2",1356.18939233049,-0.5272177132526,0.0810101905613944,-6.50804188459529,7.61366923601237e-11,1.39534724835063e-09
"NQO1",4159.11644948023,0.423769387249642,0.0651868894070737,6.50083768537139,7.98739774446896e-11,1.46181531057833e-09
"LOC100506498",440.880282428523,-0.712804345415576,0.109683081181856,-6.49876296084113,8.09831431882793e-11,1.48006761141894e-09
"HSD3B7",1122.76711134553,-0.521164896369014,0.0802023099583429,-6.49812825390823,8.13254614484812e-11,1.48358182201276e-09
"DCAKD",425.07226965692,-0.68912084086662,0.106051368777869,-6.49799100952696,8.13996676829856e-11,1.48358182201276e-09
"SLITRK2",736.193628084525,-0.567004475829953,0.0872983951246926,-6.49501603116612,8.302456959098e-11,1.51111568752111e-09
"CCDC85B",469.989786561694,-0.799675936756469,0.123183891082191,-6.49172493035561,8.48590936201023e-11,1.54238396535878e-09
"GRAMD3",1490.5850245179,-0.450730969913431,0.0694626992101023,-6.48882025949086,8.65110988604683e-11,1.57025358041388e-09
"AUH",874.302850148221,0.543737700632492,0.083836476449091,6.48569362242546,8.83244886706359e-11,1.60097210149295e-09
"ARHGAP22",1042.53923289255,-0.617634032759131,0.0953010189938618,-6.48087543323027,9.11919388973757e-11,1.65068636865947e-09
"ATP6AP1",7988.16844855873,0.360899874618498,0.0557110272078078,6.47806893368353,9.29039110990556e-11,1.6793778028179e-09
"ACAP1",1145.62630305812,-0.499306018866789,0.0771514688063313,-6.47176296954459,9.68659940094589e-11,1.74860959445179e-09
"CLIP4",2982.60987361241,0.394022299016511,0.0608944888113471,6.47057404878139,9.76312934690779e-11,1.76002353567144e-09
"QSOX1",15746.2227350096,-0.333636007332679,0.0515842732296466,-6.46778536255371,9.94496176328239e-11,1.79036372859527e-09
"CAPN2",24541.9564557257,-0.33653195859255,0.0520561325893511,-6.46478986918426,1.01439669946348e-10,1.82370884881803e-09
"TRO",242.617412015468,-1.02175691372281,0.15819627984069,-6.45879229746588,1.05541848706686e-10,1.89488431762126e-09
"CSRP1",3802.0340487624,-0.368290976915056,0.0570273628256622,-6.45814497929624,1.05994175337615e-10,1.90042673179855e-09
"ZMAT3",522.327664285684,0.634817418988534,0.0983004156625855,6.45793219397499,1.06143276817012e-10,1.90052481575467e-09
"MID1IP1",578.109461125366,-0.708392642230777,0.109758876517318,-6.45408066033737,1.08877812221339e-10,1.94685298826049e-09
"ADAMTS16",454.904592288648,-0.704529909915138,0.109244404276349,-6.44911668091422,1.1250392498638e-10,2.00677488841798e-09
"TGM5",58.321329496454,-1.91896049062988,0.297555765609304,-6.44907850029534,1.12532267775555e-10,2.00677488841798e-09
"CLUAP1",907.363806947224,0.531943034395399,0.0825008371156385,6.44772893212942,1.13538594691031e-10,2.02199553829303e-09
"SPNS2",435.309348574675,-0.674092163635717,0.104687913709787,-6.43906387803675,1.20212604079403e-10,2.13797470050895e-09
"TNIK",2405.33467681519,0.461952064643378,0.0717511936881213,6.43824918999021,1.20859465378834e-10,2.14659388710434e-09
"FAM21C",2016.98547857412,0.493717859580267,0.0767069393824514,6.43641714237418,1.22326561839514e-10,2.16973869471911e-09
"SYNRG",1253.63187243112,0.486224797787988,0.0755853267536137,6.43279348878043,1.25279812856926e-10,2.21914656455535e-09
"IL6",195.152000860504,-1.00938852729468,0.156950193125102,-6.43126655148561,1.26545021795518e-10,2.23856113422231e-09
"RAC2",12410.2175493322,-0.401059102921667,0.0624057769182457,-6.42663424328604,1.30460213180028e-10,2.3039102513445e-09
"SNX33",737.740614128511,-0.592429583904646,0.092185617622254,-6.42648603095795,1.30587415999726e-10,2.3039102513445e-09
"TIPARP",2207.84043205055,-0.427575350675514,0.0665369226798257,-6.42613654877003,1.30887838220618e-10,2.30613565290975e-09
"NTRK3",368.320725475278,-0.861684314565955,0.134116822406753,-6.42487869234343,1.31974719162208e-10,2.32219346270523e-09
"TRPM2",54.6597417171539,-1.98069819160929,0.308417908736164,-6.42212444707184,1.34385484967217e-10,2.36147242640932e-09
"SLC35A4",1535.52851879921,-0.448797605678722,0.0698903700226867,-6.42145127480425,1.34981220508081e-10,2.36879510578637e-09
"GNAZ",573.194310174464,-0.615967901334539,0.0959428881750512,-6.42015174913938,1.36138567849131e-10,2.38594109904596e-09
"CCNE2",1014.81615210036,0.583465273531023,0.0909416306912339,6.41582154505247,1.40065444077752e-10,2.45151581486351e-09
"FILIP1L",334.302829393336,0.754982034611595,0.117718996613106,6.41342566903549,1.42285505825119e-10,2.48708297632494e-09
"MMP1",230.287493433042,0.954940692164556,0.148991767144622,6.40935207673334,1.46139360317382e-10,2.55107653788866e-09
"AKR1B10",1351.19603069802,0.52994547119345,0.0828990095249573,6.39266348573087,1.63020775218224e-10,2.8420169930007e-09
"SV2A",146.162563124851,-1.29451297093055,0.202667630083161,-6.38736916398228,1.68763889186614e-10,2.93826813383852e-09
"QPCT",54.3455810259831,2.16600881974557,0.339238210391665,6.38491995711457,1.7148714321235e-10,2.98175805385785e-09
"KRT8",17229.460503264,0.311317717652062,0.0487692130191865,6.3834886474298,1.73098433824119e-10,3.00582477212696e-09
"GSN",4292.66323813747,-0.414463340296925,0.0649878748164301,-6.37754875763597,1.7994477233765e-10,3.12061497715831e-09
"RNF41",2519.98289559472,-0.397561226885473,0.062383536948549,-6.3728548641505,1.8554145599476e-10,3.21346144728097e-09
"ARNT2",670.708591066256,-0.589158447613238,0.0925720056116062,-6.36432627467425,1.96148787775267e-10,3.39273301940174e-09
"TNFRSF11A",434.235560132766,-0.67853111366192,0.106619443316341,-6.36404667438293,1.96506382726226e-10,3.39448101335956e-09
"C8orf31",89.9444286485705,-1.52085340289608,0.239084541353848,-6.36115323175661,2.00244552734625e-10,3.45454487846747e-09
"RASSF2",133.67334866126,-1.26965198175661,0.199849011501835,-6.35305610078016,2.11078690785746e-10,3.63670994332942e-09
"SLC37A2",1997.57256913124,-0.408404006674877,0.0643623050940444,-6.34539123603681,2.2186089467392e-10,3.81750761810834e-09
"CDK18",1864.2843455546,-0.457035154046584,0.072052736003064,-6.34306453022338,2.25239027282711e-10,3.87060105065563e-09
"SLC7A1",3807.63998661359,-0.422614963540645,0.0666724711498512,-6.33867256233518,2.31753175286893e-10,3.9773774518757e-09
"UGCG",6152.04452341359,-0.40108515119724,0.0633611926827765,-6.33013891018923,2.44940585520972e-10,4.19825625338536e-09
"SLC41A3",2766.61069451385,0.452052183095701,0.0714228020266966,6.32924178649182,2.46368798954783e-10,4.21727289491552e-09
"ACTN1",18322.1042601054,-0.35477889687511,0.0560646722997569,-6.32802944032634,2.48311773314647e-10,4.24504054844885e-09
"SLC26A11",146.362939749731,1.25860412451305,0.198947792966549,6.32630352790429,2.51103659224996e-10,4.28723047595503e-09
"MAP2K6",147.087521432298,1.16745766129352,0.184592844989765,6.32450115473466,2.54051952933055e-10,4.33197866135333e-09
"HOXA10-HOXA9",2825.30519826906,0.440137942276317,0.0696053923285801,6.3233311034093,2.55983974155456e-10,4.3543566516196e-09
"TOM1L1",2649.62343662761,-0.41357604158581,0.0654050142803269,-6.32330787075768,2.56022481481261e-10,4.3543566516196e-09
"AGTRAP",1281.84387600039,0.53376862773876,0.084487645793916,6.31771216635317,2.65463851363344e-10,4.50913694639252e-09
"SH2D3A",198.532619375937,-0.932470004660021,0.147647787509624,-6.31550272705064,2.69284638097256e-10,4.56817221961908e-09
"GPATCH2L",1467.91654119083,-0.433596644881919,0.0687160696136336,-6.30997446914355,2.79081502664264e-10,4.72830530506215e-09
"STARD8",2067.44496446933,-0.402249399063862,0.0637579981445801,-6.30900296072197,2.80838746794993e-10,4.74932889165919e-09
"DUSP7",464.565119523047,-0.64084038220474,0.101577327410102,-6.3088919402009,2.81040245024875e-10,4.74932889165919e-09
"NPEPL1",859.647854405718,-0.578117727021404,0.0916447649018335,-6.30824605901562,2.82215298939627e-10,4.7631031065933e-09
"RNF213",7319.75994841655,-0.3480324143222,0.0552304661736408,-6.30145712020626,2.94860360638848e-10,4.97018126366017e-09
"RTN4RL2",866.360618077254,-0.608630834374641,0.096706091307964,-6.2936142505898,3.10158030163596e-10,5.22138811084567e-09
"ZCCHC24",272.280951241942,-0.900733174742754,0.143161483191401,-6.29172843605224,3.13950372007819e-10,5.27851502211876e-09
"LOC101926967",98.2642346926391,1.44758106629594,0.230279152392562,6.28620112266271,3.25328426240592e-10,5.46287529951207e-09
"CEP170B",1989.40831027374,-0.44676997004751,0.0711025399624792,-6.28346006040389,3.31119306352811e-10,5.55306801224384e-09
"TMEM87A",3492.51713110049,0.367963062621303,0.0586115715249592,6.27799345841817,3.42970341973959e-10,5.74453615822712e-09
"SLC5A3",775.095950865258,-0.534081467151138,0.0851028012661871,-6.27572135352656,3.48016968288004e-10,5.82169472109592e-09
"AREG",362.795239000008,-0.767198952287121,0.122445356554057,-6.26564349909355,3.71288900007691e-10,6.203149905179e-09
"GMNN",552.010381035155,-0.667482638100891,0.106548712933747,-6.26457720344253,3.73838312845879e-10,6.23786703099201e-09
"SHROOM3",1127.34248082734,-0.51862957778025,0.0829249148932319,-6.25420693464684,3.99540959391473e-10,6.65834505625689e-09
"SKP2",2692.30050156108,-0.414379742374192,0.0663897663782176,-6.24162073433879,4.33059974343775e-10,7.20786110756835e-09
"GATS",1777.50511577273,0.458849449194275,0.0735994194850757,6.23441668975826,4.53464574152455e-10,7.53799402661468e-09
"HERC6",806.201454255252,-0.578060483242868,0.0929206664301294,-6.22101094892097,4.93961688728144e-10,8.20087963017667e-09
