id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
LOC105369676	0.116826096662283	-1.60921333150796	3.10671589701821	-0.517978915629994	0.604472980163046	1
LOC105369677	0.0589657127841621	-1.60921333150796	3.10671589701821	-0.517978915629994	0.604472980163046	1
LOC105369682	0.631622013285217	0.132220830256478	1.41558886437702	0.093403412236268	0.925583079798252	1
LOC105369685	0.0216180325825524	-0.953893221614536	3.10671589701821	-0.307042308738327	0.758811168844337	1
LOC105369687	0.136073855990287	-1.87329705841616	3.10671589701821	-0.602983060090601	0.546519958504489	1
LOC105369689	0.535222172341511	-0.714082957100081	1.7145000812197	-0.416496309870153	0.677046867061089	1
LOC105369690	2.83955966911629	-0.99330308978683	0.775729968762488	-1.28047533263596	0.200378014715614	1
LOC105369691	0.0216180325825524	-0.953893221614536	3.10671589701821	-0.307042308738327	0.758811168844337	1
LOC105369698	0.196327734552094	-0.487109113947589	2.44129585100372	-0.199528915656543	0.841849026646296	1
LOC105369699	0.839521935823958	-0.358433407971351	1.20214885473763	-0.29816058681816	0.765580601573027	1
LOC105369701	0.0313981295646653	-0.904990704385917	3.10671589701821	-0.291301404565032	0.770820813318375	1
LOC105369704	2.65517863601481	0.531405124741558	0.685011575802704	0.775760795164449	0.437890236193598	1
LOC105369705	0.368026355661868	-1.39019426722881	2.09433286820804	-0.663788592697917	0.506825627716415	1
LOC105369706	0.160306692255508	0.348313084919275	3.05291033312743	0.114092143860138	0.909164749850163	1
LOC105369710	1.75823906709056	-0.560055928100756	0.948033194223534	-0.59075561015504	0.554684181462503	1
LOC105369711	0.350325555505315	-1.408097320309	2.11915837616163	-0.664460635009004	0.50639553569592	1
LOC105369714	0.0590783180085924	-0.464851804172074	3.10671589701821	-0.149628037960675	0.881058086112465	1
LOC105369718	0.162724254771113	-1.92219957564478	3.10671589701821	-0.618723964263897	0.536098220112548	1
LOC105369719	0.336265641641479	-2.25414448663169	2.40183922761748	-0.938507648935228	0.347983587981411	1
LOC105369720	1.08156964610638	1.57862927955533	1.05660837330713	1.49405334978967	0.135161675673721	1
LOC105369722	0.0896549605776957	-1.21797694852273	3.10671589701821	-0.392046453198934	0.695023890898655	1
LOC105369723	0.196606119147958	-2.18896242873407	3.10658993873248	-0.704619042713821	0.481047344622917	1
LOC105369724	0.216885062623494	-0.444524282301697	3.09250999506697	-0.143742229778006	0.885704022912931	1
LOC105369725	4.97335597894138	0.261381841107432	0.478345210222996	0.546429305700752	0.584770870142944	1
LOC105369728	0.247493522029444	-1.35028055267105	2.04194710754751	-0.661271071948975	0.508438489646541	1
LOC105369730	0.111057990214925	-0.0491073397853522	3.09925959157822	-0.0158448617594971	0.987358158412297	1
LOC105369734	0.438221032349023	-0.513961747956984	1.4787099398331	-0.347574418830912	0.728159820617021	1
LOC105369735	1.81103023459983	-1.60282218113456	1.10293835810337	-1.45322915769364	0.146160139084083	1
LOC105369736	3.14481065504613	-0.527593148245093	0.671581404948018	-0.785598207987801	0.432102914659273	1
LOC105369738	0.0216180325825524	-0.953893221614536	3.10671589701821	-0.307042308738327	0.758811168844337	1
LOC105369739	0.127196719858374	-0.777838048308892	3.10671589701821	-0.250373086594578	0.802298840714	1
LOC105369740	0.228564001776318	-0.109064105200686	2.75884119018932	-0.0395325782391997	0.968465780131241	1
LOC105369743	3.08155000871065	-1.09425560813629	0.671085981879489	-1.63057437896653	0.102980158996051	1
LOC105369744	0.17150365077571	-0.876951227144233	3.10552196154429	-0.282384487375562	0.777648708471875	1
LOC105369745	0.204452857150668	-1.09727449070597	2.42356086941586	-0.452753015017294	0.650726599899917	1
LOC105369746	1.22614007478447	-1.12252256644122	1.18816542042097	-0.944752765186098	0.344785111815634	1
LOC105369747	0.781653915799669	0.213986252794283	1.4939225723317	0.14323784696572	0.886102340430222	1
LOC105369748	5.05356907640511	-0.0887814728180076	0.519463248699581	-0.170910017292392	0.86429451989811	1
LOC105369750	0.187621012011681	-1.48206184249399	2.87205240105519	-0.516028830793437	0.605834273058192	1
LOC105369753	0.145632952467174	-1.92219957564478	3.10671589701821	-0.618723964263897	0.536098220112548	1
LOC105369755	5.01221974608336	0.186482812114191	0.445702627044164	0.418401868866957	0.67565332039819	1
LOC105369756	0.0996922430830099	-1.65811584873658	3.10671589701821	-0.53371981980329	0.593535394485657	1
LOC105369757	0.167901817192794	-1.48206133481146	2.97640762820561	-0.49793627753365	0.618528956640959	1
LOC105369758	10.863903734159	0.135438798036806	0.34735285991434	0.389917037303813	0.696597895131491	1
LOC105369759	0.428200460657609	-0.507306620377145	2.04074292766225	-0.248589184605572	0.803678575364249	1
LOC105369760	5.51531660337521	0.584025571828279	0.513367983052972	1.13763536314655	0.255272773774209	1
LOC105369761	0.72452738385197	-1.5125923431958	1.53215162347249	-0.987234109224544	0.323527883946389	1
LOC105369762	0.119293325468024	-0.769637970586266	3.10489267285018	-0.247879090094205	0.804227958792554	1
LOC105369763	0.246230146955767	-1.0950276803463	2.30427566196054	-0.4752155735632	0.634633327912753	1
LOC105369764	0.300766297317288	-1.36078224812398	1.9468467127503	-0.698967329688538	0.484572448213945	1
LOC105369767	0.118044030792755	-0.742388698158799	3.10406298413793	-0.239166763674732	0.810976273609685	1
LOC105369768	0.113339364384676	-0.0320029441920344	3.10164558327441	-0.01031805321814	0.991767530714459	1
LOC105369772	0.221361776900073	-0.378455856378368	2.74481605558186	-0.13788022538295	0.890335078983505	1
LOC105369774	0.0886174770128886	-0.148226241925717	3.09615627697369	-0.0478742765757935	0.961816440195867	1
LOC105369775	0.291229288270712	-1.87695456606164	2.19961703561804	-0.853309706039013	0.393487578985368	1
LOC105369777	0.116826096662283	-1.60921333150796	3.10671589701821	-0.517978915629994	0.604472980163046	1
LOC105369780	1.67974404674742	-0.904449827339571	0.828476799516487	-1.09170205836473	0.274964080169228	1
LOC105369781	0.17517211147147	-1.48206153808483	2.93506979551606	-0.504949333862177	0.613594422491313	1
LOC105369782	0.617749848762749	0.874903296264577	1.37774076764028	0.635027515200165	0.525410469738503	1
LOC105369783	2.39829562180443	0.143600744171827	0.737326106291315	0.194758795255639	0.845581781143079	1
LOC105369784	0.0996922430830099	-1.65811584873658	3.10671589701821	-0.53371981980329	0.593535394485657	1
LOC105369786	0.180247257816938	-1.21797694852273	3.10671589701821	-0.392046453198934	0.695023890898655	1
LOC105369787	1.43418102178577	0.179605124386741	0.832973368646834	0.215619287659232	0.82928452005517	1
LOC105369791	3.19581625296819	-0.338836162387813	0.54635076049621	-0.620180636483553	0.535138868331628	1
LOC105369793	0.108285272265564	-1.26687946575135	3.10671589701821	-0.40778735737223	0.683429796155678	1
LOC105369795	0.249840966241152	-1.09222996994856	2.66131604986949	-0.410409718155092	0.681505418583745	1
